,file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
"('/content/ravdess/Actor_13/03-02-05-02-01-02-13.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.604604167'))",,,,31.85488,0.110971965,30.818945,31.846008,34.517963,3.6990185,126.874466,147.56891,42.217735,35.112206,0.4894114,1.1953712,0.007778218,0.16844435,1.0845287,1.0767505,9.518889,7.0136976,8.36107,3.771203,0.25464928,1.3388145,11.892041,1.220447,6.2177415,1.7836607,8.579284,1.6712996,1.2185917,17.616436,0.018413847,1.7569412,1.1776704,0.69915277,5.7232485,0.63312036,-1.7858194,-5.2285066,14.406581,0.5657086,706.9655,0.40933084,1033.8004,0.2273027,-115.6119,-0.8338441,1826.1783,0.20379247,618.0106,0.54196566,-115.08459,-0.7964391,2821.3784,0.14234018,707.9979,0.35938606,-115.18234,-0.79413503,-10.046721,-0.68013316,19.42509,0.3973993,0.064972304,0.80913055,-0.018793903,-0.95072746,0.53967875,0.59572476,22.318462,0.48540655,1.8662899,7.3644385,7.6661177,2.6115177,-9.679359,-2.780848,-9.996851,20.39888,0.0026944757,0.010609919,0.016945867,2.3965144,0.88105726,0.515,0.18034689,0.59499997,0.5491129,-31.783422
"('/content/ravdess/Actor_13/03-02-05-01-02-01-13.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.304291667'))",,,,31.930666,0.07927398,30.702126,31.809366,34.563255,3.8611298,51.403576,62.747345,21.554874,13.3458395,0.40991879,1.0258441,0.007476918,0.2932575,0.8942833,0.88680637,5.7120757,4.057077,4.546174,4.0235715,0.14306334,1.0983369,12.427148,1.0986,3.6092553,3.174966,10.762424,1.2369316,-0.45988077,-48.958294,0.037178464,3.59865,0.91386503,0.8863027,6.8345866,0.5356755,-2.3924346,-4.0385146,12.026731,0.64164793,643.6621,0.5059819,1029.8284,0.22456133,-114.463356,-0.84776974,1752.6683,0.22968099,611.51373,0.5186028,-104.587234,-0.8971274,2760.9116,0.14382951,614.1441,0.28948885,-104.38887,-0.9010028,-7.7803946,-0.71850353,16.190767,0.37724116,0.11331916,0.34612158,-0.017005034,-0.94512063,0.2749621,0.42458335,21.583323,0.42685604,-2.4148731,-5.0688276,12.9497595,1.290707,-11.915213,-2.233768,-6.8087387,17.009356,0.020284612,0.012528656,0.011015288,2.097902,0.9433963,0.5275,0.3472301,0.408,0.41691244,-36.166218
"('/content/ravdess/Actor_13/03-02-05-01-01-01-13.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.137458333'))",,,,32.32188,0.057829347,31.061844,31.884298,34.627968,3.566124,30.572145,17.579344,22.527435,12.502054,0.31865692,1.119849,0.007635648,0.19538464,0.5964244,0.58878875,4.6568193,2.550699,4.994807,3.677368,0.11673679,1.2306805,15.4686775,0.95323974,5.216585,1.9992678,8.840071,1.5276775,3.1271865,6.3831882,0.017530318,1.2076603,1.0414021,0.76950926,7.043389,0.38288197,-1.6680083,-5.774343,15.18052,0.50019413,519.8218,0.4860307,1105.7174,0.21212749,-106.40415,-0.91480255,1532.1401,0.23248823,733.19354,0.4202027,-104.913734,-0.88904786,2558.4597,0.13928044,605.78424,0.37518886,-107.05742,-0.84958565,-10.228295,-0.6660436,20.172264,0.2994785,0.07483854,0.70033604,-0.013827018,-1.1445341,0.22092566,0.60882515,25.210499,0.42870668,1.0104858,12.092426,8.844272,2.039147,-3.6416378,-6.8771057,-8.663271,19.11049,0.015675416,0.009499385,0.010931753,2.4271846,0.7371008,0.68333334,0.28110892,0.48749998,0.43222535,-38.363785
"('/content/ravdess/Actor_13/03-02-04-02-02-02-13.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.437770833'))",,,,32.253685,0.050435282,30.86084,31.862833,34.59626,3.7354202,97.6324,170.80296,20.983524,7.1086726,0.21512096,1.0374671,0.007559859,0.131614,0.44804147,0.4404816,2.2816513,1.3418964,2.6676989,1.9754517,0.053827737,1.1222169,19.153818,0.96286476,5.7189484,1.9034923,6.9479613,1.4719406,2.1881914,8.732107,0.012451674,1.3247606,0.8252761,0.99693006,9.143741,0.3019767,-1.6473906,-5.942447,20.31724,0.37916,454.87686,0.4065495,1133.2268,0.1859414,-108.115746,-0.8996067,1435.5629,0.20142539,812.06274,0.35429263,-105.828384,-0.8718402,2428.4355,0.12305762,701.2751,0.2636096,-109.46677,-0.8105402,-14.019891,-0.451177,24.480858,0.29434928,0.108290285,0.34214568,-0.020860104,-0.7636839,0.10115895,0.49546117,33.70576,0.31592384,0.43156797,26.479235,6.76922,1.904122,-5.2427735,-4.517003,-8.705215,18.549616,0.019349055,0.007896861,0.005914865,2.036199,0.6864989,0.7366666,0.266625,0.5225,0.42534545,-41.9898
"('/content/ravdess/Actor_13/03-02-06-02-02-02-13.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.237562500'))",,,,32.15234,0.073596016,30.983063,32.118786,34.050137,3.0670738,33.12596,17.458965,24.014309,10.141902,0.44438508,1.0523347,0.013191727,0.31814903,0.9616761,0.9484844,5.923661,3.8346963,7.755588,5.9069614,0.17688255,1.1289873,13.215391,1.0663831,2.2291858,4.7271123,10.005394,1.1677463,3.342707,5.428916,0.012912029,0.9956283,1.04839,0.8779918,6.5349064,0.48672438,-0.030616686,-330.027,13.492843,0.55204374,679.491,0.46077222,1077.1915,0.22542107,-116.44188,-0.80690396,1750.8541,0.20284887,689.419,0.534477,-107.484474,-0.85793346,2759.3188,0.13461566,622.4585,0.28572747,-107.60824,-0.8563762,-9.1658325,-0.66443205,16.902174,0.4094868,0.093304455,0.51061195,-0.018761665,-0.84894806,0.33977363,0.4653602,22.581188,0.47371775,-1.6236358,-7.2201123,9.736435,1.5333397,-5.5860624,-3.8930204,-6.733293,16.850693,0.010670086,0.007590522,0.020476382,1.8957347,1.1990408,0.406,0.2674023,0.5025,0.41160506,-35.044468
"('/content/ravdess/Actor_13/03-02-03-02-01-02-13.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.437770833'))",,,,32.781013,0.064567395,31.29572,31.912403,35.487644,4.191925,22.398655,8.534113,15.411514,7.092044,0.4091552,1.0473635,0.007986085,0.24867776,0.8509018,0.8429157,5.678667,4.239028,4.47817,2.4726782,0.13622099,1.1413318,13.651442,0.968093,2.1082587,5.9052014,8.948065,1.2794342,-0.7625063,-29.709377,0.013597129,1.1784467,0.9263214,0.7872375,7.3351083,0.3725975,-4.2444706,-2.4764552,9.134765,0.7214204,646.44696,0.49424434,1027.0333,0.20158368,-105.03209,-0.93566424,1745.947,0.24385346,642.0257,0.71281177,-97.643105,-0.9640332,2722.3433,0.16159722,574.7375,0.3465304,-97.88749,-0.95771176,-8.135485,-0.5973518,15.969979,0.33947676,0.07606949,0.6696991,-0.014865461,-0.9622458,0.24853244,0.52915263,22.249084,0.39665744,-4.5712056,-2.8322515,8.279791,1.7603531,-9.664222,-2.8237972,-7.9841805,17.502296,0.012393371,0.009261132,0.0052908077,1.8099548,0.45766592,1.18,0.72999996,0.65333337,0.43560943,-36.50392
"('/content/ravdess/Actor_13/03-02-03-02-02-02-13.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.337666667'))",,,,32.59215,0.061717674,30.99194,32.051785,34.930885,3.9389458,24.524336,15.32773,12.394915,5.5993905,0.45146587,1.056009,0.008872598,0.2815444,0.95273507,0.94386244,7.148772,6.352617,4.440546,2.4161406,0.1558572,1.2087132,11.36743,1.109255,3.2477603,3.712191,7.6287417,1.3514849,0.4231998,51.99516,0.01568252,1.3760698,0.9535086,0.6903757,7.219281,0.43885857,0.35697567,29.832952,11.500885,0.7277526,671.56726,0.47809097,1007.6894,0.21981375,-119.08448,-0.8110573,1801.279,0.23012896,634.0206,0.58847004,-101.859535,-0.92619956,2784.1794,0.14899133,624.8861,0.2950554,-101.69389,-0.9291061,-7.905863,-0.6227634,15.254074,0.32196385,0.10817346,0.3156367,-0.01767687,-0.7182197,0.29529747,0.56919223,19.618956,0.41088477,-2.5419748,-5.0465326,6.654772,1.9771266,-9.327,-2.785766,-7.320396,17.387114,0.011121659,0.0088990405,0.0071190353,2.0833335,0.4683841,1.105,0.655,0.66999996,0.38218668,-35.32171
"('/content/ravdess/Actor_13/03-02-04-01-02-01-13.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.371041667'))",,,,32.357094,0.044971466,31.203678,31.816193,34.458916,3.2552376,21.944344,23.082232,8.419588,6.040382,0.15101105,1.005899,0.006397264,0.12325506,0.28271672,0.27631944,1.6265395,0.913347,2.2437763,1.4914787,0.031723235,1.1444205,18.603655,1.0264322,12.022856,0.7755292,3.5960963,3.0541492,5.4948306,2.614552,0.009387495,1.2333925,0.7476929,0.99184394,10.091184,0.2251613,-0.5196237,-19.018991,25.688383,0.40027198,404.2568,0.19986066,1170.5015,0.16390122,-103.28722,-0.9485834,1350.1577,0.132065,889.50714,0.3687104,-108.22312,-0.84550285,2384.2034,0.09285407,844.34,0.48965982,-114.03362,-0.7532724,-16.65862,-0.40722978,29.70054,0.2665829,0.10754983,0.34636444,-0.021086644,-0.707668,0.060067512,0.52409637,33.79409,0.30839905,11.683621,0.91701984,0.09693781,141.32668,-0.017721627,-966.3616,-8.03562,17.801792,0.025210308,0.00906345,0.0039475,2.0642202,0.6960557,0.71333337,0.24580932,0.525,0.4167433,-45.700584
"('/content/ravdess/Actor_13/03-02-03-01-01-02-13.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.404395833'))",,,,32.644657,0.06509989,31.202524,32.084927,34.72022,3.5176945,28.896574,22.011278,20.292236,3.5419977,0.34214017,1.0989332,0.0070680087,0.17843753,0.7415935,0.73452544,3.5022383,1.9222305,5.3798885,2.8566954,0.09889949,1.1663252,14.542675,0.93255323,2.7764523,4.128531,5.7664824,2.2416553,-1.1974648,-19.190697,0.015330858,1.223613,0.9176477,0.829946,7.7656884,0.3824803,-4.1746273,-2.1974614,11.067931,0.8351957,529.5305,0.55396974,1092.7614,0.15732329,-109.731804,-0.8915283,1614.0153,0.2609302,647.8132,0.48868757,-99.567726,-0.9464514,2618.7148,0.15498997,612.05286,0.3163768,-100.95181,-0.9198579,-9.6028805,-0.55222404,17.62153,0.31260875,0.09299845,0.45325637,-0.016901897,-0.7956217,0.18349524,0.5474571,23.706146,0.37563437,-2.3975334,-5.52429,4.094145,4.1682315,-9.997515,-2.8139853,-8.409226,18.046984,0.014960091,0.008795508,0.0051796064,1.8223236,0.46189377,1.14,0.72999996,0.6666666,0.40367752,-38.14227
"('/content/ravdess/Actor_13/03-02-06-02-01-01-13.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.270937500'))",,,,32.60121,0.052107442,31.345554,32.225365,34.489033,3.1434784,32.967136,26.911167,19.615875,8.64287,0.38512066,1.1287363,0.007867482,0.20103818,0.8548195,0.846952,5.7609215,2.7409475,5.7715783,3.4122531,0.1537713,1.2077682,13.305511,1.0409606,2.5974312,4.251007,7.117703,2.0208106,1.7413334,10.821114,0.015260497,1.208919,1.0027094,0.7394756,6.73951,0.49280927,-1.5676254,-6.9195743,13.099888,0.561313,697.0793,0.4435913,1062.7107,0.26038745,-109.51587,-0.8831143,1730.8162,0.21336856,702.319,0.4609299,-107.19624,-0.8661029,2718.9304,0.14674795,635.0705,0.3884408,-108.40896,-0.84501785,-9.914694,-0.5720962,19.381315,0.32499218,0.06510595,0.88831633,-0.015506004,-0.9540827,0.30023465,0.5441288,23.555035,0.4083205,-0.5112534,-24.523943,6.666294,2.9109762,-4.4048414,-5.5212092,-6.1167555,16.525826,0.013240205,0.0090231085,0.011432098,2.347418,0.7125891,0.68333334,0.488899,0.412,0.46747836,-35.99076
"('/content/ravdess/Actor_13/03-02-01-01-02-02-13.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.270937500'))",,,,32.266804,0.03380481,31.305471,32.032803,33.757263,2.4517918,62.214245,74.04589,6.8879,4.0133862,0.23117456,1.0340414,0.0077483556,0.14873151,0.50551504,0.49776667,2.6320677,1.616534,4.0606494,2.7530465,0.048540547,1.1230593,17.176842,0.9144276,5.7511163,1.9733691,7.0047197,1.5971923,3.6100614,4.5297427,0.009811253,1.2081957,0.8142679,1.0115938,9.255433,0.34593505,-3.4287665,-2.777429,15.84724,0.49225968,442.32104,0.47073603,1124.9708,0.15946566,-109.74684,-0.88408744,1437.598,0.21420793,764.85986,0.32732627,-105.662224,-0.8865072,2434.7163,0.12532057,614.8798,0.23865907,-108.538925,-0.8362167,-11.76392,-0.4560105,21.776892,0.27960113,0.10447033,0.3048075,-0.017978415,-0.71637493,0.09286542,0.48146206,29.248695,0.31328171,-0.9156628,-12.726902,5.113888,2.7710128,-4.9806857,-3.6710672,-12.380043,22.658754,-0.004574249,0.008559457,0.004786687,1.6431925,0.7125891,0.6933333,0.24635114,0.515,0.44082308,-42.491886
"('/content/ravdess/Actor_13/03-02-01-01-01-02-13.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.337666667'))",,,,32.141853,0.04024013,31.280025,32.030388,33.52805,2.248024,20.566668,11.649281,10.748472,4.969658,0.23386957,1.0927603,0.0069970316,0.12317801,0.5579924,0.55099535,2.9557478,1.5373039,3.2062721,1.7859259,0.052306205,1.1642786,17.097927,0.9096663,4.743969,2.4949644,7.143033,1.7603039,2.8048282,6.4057693,0.012184031,1.1926663,0.874252,1.0428685,8.864291,0.35237104,-4.9833016,-1.7551403,13.099865,0.6829172,469.6666,0.47908148,1120.1465,0.18189318,-105.165726,-0.91517246,1474.918,0.22098072,754.31036,0.3600229,-103.902016,-0.8942574,2463.6353,0.14667389,647.7841,0.48657003,-106.40478,-0.84938455,-11.468202,-0.5033226,20.962326,0.32139602,0.092437334,0.3136038,-0.016897766,-0.81090105,0.0975267,0.55562687,28.609747,0.31852585,-0.5650904,-23.655083,5.6122766,2.861872,-3.5325978,-6.2210455,-9.089041,18.79555,0.010943421,0.008473657,0.0054663797,2.0833335,0.9367682,0.54249996,0.21741377,0.66333336,0.4364503,-41.955536
"('/content/ravdess/Actor_13/03-02-03-02-01-01-13.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.404395833'))",,,,32.764496,0.07106872,31.153322,31.86829,35.350067,4.196745,31.991554,30.7723,21.164927,10.000304,0.3633352,1.0529547,0.011453506,0.19801527,0.7905376,0.7790841,4.5263515,2.437038,4.247437,1.7676936,0.107271865,1.1338702,14.964467,0.88047355,-0.89975995,-13.064075,7.0712333,1.8175138,-0.6329797,-33.5609,0.017744675,1.2710885,1.0372974,0.828747,7.6567802,0.40462148,-3.6734374,-2.962985,10.6768675,0.7673291,548.89185,0.5873425,1117.6525,0.19123705,-116.6814,-0.8280736,1597.3783,0.2677356,740.8417,0.51143354,-99.64587,-0.9547375,2577.415,0.15617736,635.615,0.5569938,-101.085075,-0.92590636,-9.7906885,-0.53155637,18.10903,0.29067025,0.06934322,0.45914894,-0.015021418,-0.84690136,0.19623522,0.53721577,24.030249,0.36944723,-5.4034495,-2.430428,5.243264,3.1289916,-10.973146,-2.16277,-8.468131,18.621244,0.0070420443,0.009499763,0.0098994,1.8223236,0.46082953,1.14,0.71,0.66999996,0.4636809,-37.81583
"('/content/ravdess/Actor_13/03-02-02-01-02-01-13.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.838166667'))",,,,32.514496,0.053174425,31.245733,31.954798,34.383083,3.13735,37.66895,65.52709,10.913141,4.210318,0.22942336,0.9777709,0.0071367356,0.18597046,0.4572965,0.45015976,2.4771903,1.5066872,2.4196067,1.3476424,0.047283445,1.1217346,19.0749,0.9739157,6.783722,1.6548378,5.145603,2.3788824,1.0411988,17.064846,0.008426507,1.4386613,0.687369,1.135502,9.834648,0.2675075,-2.4638422,-3.8128238,18.912258,0.37989825,391.9005,0.28947553,1166.3142,0.24053884,-101.18107,-0.964,1323.2871,0.13342021,797.25995,0.36900938,-97.44095,-0.9581061,2384.254,0.0768832,661.7854,0.33101156,-102.3201,-0.8684341,-13.191766,-0.5384415,24.556608,0.32768917,0.10685281,0.33151636,-0.022730364,-0.6749224,0.08319016,0.5712304,32.043358,0.37293002,1.6861424,6.832431,2.2507622,6.524242,-7.3753505,-2.6350896,-9.415389,18.983984,0.011455012,0.00844132,0.0048525576,1.6597512,0.6289308,0.86333334,0.2735365,0.5275,0.41912857,-42.474907
"('/content/ravdess/Actor_09/03-02-04-01-02-01-09.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:05.538875'))",,,,32.108215,0.04235323,31.136024,31.873943,32.820583,1.6845589,27.64222,30.208094,14.205608,9.384221,0.20522158,0.9238462,0.010133375,0.21689868,0.34920868,0.3390753,2.3694882,1.5726666,3.1831799,1.951115,0.046420492,1.1458635,26.362066,0.8356401,3.3737524,3.4582822,8.247053,1.1753616,-0.5551831,-24.587961,0.01016811,1.3564843,0.6938169,1.1229033,9.908189,0.25887987,3.7082293,2.4605865,27.277971,0.45378622,736.79767,0.3253874,1256.6249,0.18663734,-87.54811,-1.0728724,1734.8235,0.15234852,939.52515,0.29603353,-91.37968,-0.9447851,2812.2505,0.13593304,721.3382,0.51789266,-94.88019,-0.88324326,-18.385067,-0.40221,24.222906,0.3341392,0.11778653,0.3065688,-0.026625963,-0.6318945,0.067682594,0.780624,41.26677,0.28166035,2.2904923,5.539896,8.5052595,1.2094913,-3.9807568,-3.93361,-2.9963849,11.612411,0.076908246,0.013138494,0.017678356,1.8115942,0.9140768,0.658,0.7195943,0.5125,0.38854697,-43.21628
"('/content/ravdess/Actor_09/03-02-06-02-02-02-09.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.137458333'))",,,,31.997705,0.07926474,31.05194,31.747469,33.39355,2.34161,306.26852,507.7665,39.899475,24.932514,0.272003,1.29822,0.017716834,0.06848058,0.53476703,0.5170502,6.025697,3.9775393,5.7658467,3.426232,0.1428156,1.5241975,14.93823,0.9482756,6.7091575,1.8852403,14.392696,0.6721262,12.246894,1.2776116,0.03965193,1.1325268,1.5192634,0.5137436,5.3377633,0.60649765,5.6122274,1.934793,18.848906,0.2737897,743.06335,0.39145014,1183.9674,0.23838505,-127.15099,-0.70772797,1797.8928,0.1547684,871.15424,0.33143973,-124.77073,-0.69452983,2791.1433,0.09513515,799.9889,0.22351395,-124.966995,-0.6914788,-13.484606,-0.51676965,20.549385,0.40421307,0.0581634,0.81112844,-0.01605531,-1.0775851,0.31918693,0.7530925,25.381477,0.5436329,5.7638865,2.470712,17.85322,0.53860956,6.8965917,3.0358748,-12.575508,23.322153,-0.006297301,0.008731122,0.01602141,1.9417477,0.9828011,0.42749998,0.25733003,0.454,0.37483862,-37.048584
"('/content/ravdess/Actor_09/03-02-02-01-02-01-09.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.637979167'))",,,,32.643555,0.05578293,31.26197,32.12423,33.71428,2.4523087,67.07088,94.97741,17.419575,13.43372,0.23487648,0.88517106,0.013324267,0.24862896,0.44343376,0.4301095,1.7924728,1.0251627,3.031293,1.2131662,0.056795783,0.9922465,19.028238,1.0327675,4.040605,2.9478338,8.585699,1.1635433,0.9782252,14.247441,0.011005923,1.2438136,0.7954956,1.0983478,9.325768,0.293102,3.2263625,2.9012744,22.311937,0.32462165,735.24854,0.3497762,1262.0928,0.21476349,-98.09013,-0.96679497,1743.1168,0.1606477,907.11566,0.35125262,-97.045166,-0.91819113,2784.9563,0.14195232,699.6911,0.43594873,-99.42408,-0.8757331,-14.820546,-0.45424935,20.88684,0.3409085,0.115744755,0.2696122,-0.022713937,-0.6792065,0.09124687,0.520446,32.860085,0.36866575,2.3785589,4.515576,7.617944,1.4930724,-2.5231655,-6.5311007,-2.010127,9.927321,0.055384666,0.009241316,0.01294665,1.7316017,1.094092,0.51,0.61250305,0.31833333,0.373694,-42.492718
"('/content/ravdess/Actor_09/03-02-06-01-02-01-09.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.837166667'))",,,,32.145676,0.057428826,30.774921,31.694407,33.390728,2.6158066,92.03605,179.33087,27.902023,10.683545,0.25900486,1.1253464,0.019314233,0.1156005,0.5253307,0.5060165,4.146282,1.8489326,4.6276956,3.401087,0.10669745,1.2072554,16.591005,1.0621309,5.518705,1.9640399,14.492554,0.5596791,8.372142,1.5323699,0.024557075,1.039514,1.1324859,0.7407775,7.1871634,0.37849247,4.870527,1.777621,19.058243,0.27542353,740.4919,0.35139525,1222.3671,0.2771853,-121.05054,-0.757663,1790.0573,0.15850177,938.88525,0.42644426,-119.29019,-0.73122776,2727.6187,0.11088356,884.7444,0.4426323,-119.94063,-0.72139984,-14.158637,-0.44264385,20.888233,0.38590592,0.044954427,0.8297211,-0.015490021,-1.0709128,0.20120004,0.58589405,30.65758,0.4126354,2.0000534,5.917296,17.091545,0.5391126,6.9610944,2.4138014,-9.732894,19.249,0.00020103304,0.0064963615,0.029221643,2.356021,1.061008,0.42249998,0.22785686,0.39799997,0.40784308,-39.130497
"('/content/ravdess/Actor_09/03-02-03-01-02-01-09.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.704708333'))",,,,32.67276,0.05497258,31.40143,32.400845,33.73393,2.3324986,41.413357,41.296272,44.172745,22.079142,0.4378772,0.95882875,0.012950255,0.36124948,0.8124875,0.79953724,4.3907704,2.9329443,5.3642645,2.616976,0.16673261,1.0612658,20.426138,0.7895048,-4.9029913,-3.41222,14.058136,0.6931482,-4.145169,-4.4395924,0.02123659,1.1809032,0.89293027,0.83540034,6.440132,0.48240072,1.1653721,9.0138235,13.488269,0.6212255,888.7429,0.24807042,1123.5471,0.19430327,-91.73936,-1.0497339,1914.1189,0.10457332,889.9098,0.39218318,-91.55964,-1.0130138,2847.0789,0.082647085,831.3141,0.3291357,-91.59154,-1.0129664,-9.203001,-0.61410034,13.920258,0.45291764,0.108721085,0.35790983,-0.024154682,-0.6504228,0.27731118,0.56375146,30.987654,0.36834997,-14.155521,-1.079196,18.315893,0.5046338,-11.551674,-1.7581695,-4.789623,12.736673,0.043884046,0.0068651773,0.02111162,1.4925373,1.0775863,0.524,0.47495684,0.31833333,0.37777486,-36.077522
"('/content/ravdess/Actor_09/03-02-04-01-02-02-09.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:05.572229167'))",,,,32.145313,0.046255533,30.941483,31.839838,32.834026,1.8925438,15.941148,5.3990245,10.176051,7.2856812,0.21718982,0.8837399,0.0122275995,0.2141301,0.37872759,0.3665,1.6479998,1.3587073,2.404113,1.4251176,0.04792122,0.9972355,26.031822,0.848438,4.147925,3.1908495,8.557972,1.2579089,1.3695133,8.183731,0.009811026,1.3508638,0.69922423,1.0733835,9.824524,0.3013377,3.6764617,2.4384725,28.046494,0.40245554,774.2388,0.30034584,1236.8151,0.21538167,-83.31109,-1.1046238,1803.6793,0.1377826,913.87946,0.40644112,-86.30467,-0.99094963,2859.2559,0.11784549,806.47906,0.46748754,-91.09731,-0.90113837,-18.09681,-0.4555705,24.215134,0.33170614,0.11381091,0.30881926,-0.025467241,-0.6946409,0.06823236,0.6305458,39.699467,0.34003848,4.1032157,3.2767177,10.3780155,1.1390284,-0.68877095,-18.150482,-1.5390912,11.003513,0.05673623,0.010780425,0.0137686115,1.2589928,0.9074411,0.692,0.47207627,0.38599998,0.3932734,-42.507633
