,file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
"('/content/sample_data/nuestros/AB_06fearful.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:02.757981859'))",,,,24.396263,0.14900523,22.00064,24.19754,27.186571,5.1859303,153.02191,95.886826,56.03814,55.671806,0.81708217,0.8786034,0.08660084,0.65551126,1.5330315,1.4464307,9.488593,5.794753,10.893347,4.54229,0.63361144,1.1506104,30.436363,0.4120185,11.937892,0.92276406,14.249805,1.0441443,-5.861715,-3.6119242,0.048686985,1.5768851,1.4474932,0.82355225,2.6262844,1.3824298,3.7812023,1.1534828,25.61014,0.38679036,535.5644,0.35053974,1250.1338,0.16689637,-72.05025,-1.2933757,1658.9861,0.20063649,913.5666,0.41226017,-82.31302,-1.0215486,2662.6326,0.12334489,815.4467,0.3641879,-83.558556,-0.9951449,-19.19168,-0.42917854,26.490334,0.32621345,0.05447799,0.5579885,-0.041954346,-0.40588984,0.9334818,0.7926953,32.917377,0.36338794,11.735805,1.0631566,16.345795,1.061773,-10.408874,-2.3997848,-15.557984,24.837896,-0.0025835657,-0.017344864,0.102266476,2.5547445,1.119403,0.58,0.38841555,0.2175,0.2152179,-23.972075
"('/content/sample_data/nuestros/LM_03happy.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.120793651'))",,,,31.808962,0.08398248,29.700613,30.946238,34.42696,4.726347,191.08289,243.8822,29.761929,16.226976,0.8832836,1.2060192,0.08091694,0.4134325,1.7019101,1.6209931,21.979898,15.082079,23.703321,15.15927,0.64627385,1.4841621,21.517918,0.7491578,2.576561,4.431855,6.80436,1.9782784,-6.857395,-1.9092592,0.031361982,1.2213461,1.3845032,0.96883965,6.280108,0.6062808,1.9111989,4.480425,21.081974,0.41015145,557.9938,0.32528418,1253.1111,0.14019693,-111.47739,-0.85213345,1587.9929,0.16834524,1043.8608,0.5841929,-116.5616,-0.7638423,2636.0007,0.10410128,789.1165,0.47389632,-118.49546,-0.73214227,-14.101753,-0.56912553,22.51684,0.42889535,0.092272684,0.2841932,-0.028882753,-0.39064145,1.3474941,0.76910275,33.00524,0.37910452,0.4248133,35.04515,14.144102,1.0876198,-14.306314,-1.0991858,-5.6024346,14.831519,0.07890415,-0.005164863,0.051711626,2.250804,0.98039216,0.46666667,0.44123566,0.39749998,0.35653716,-22.323774
"('/content/sample_data/nuestros/AB_05angry.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:02.461315193'))",,,,32.52526,0.30034173,24.210308,33.50894,40.14265,15.932343,201.86334,100.315865,48.444424,31.359177,2.1176815,1.0186676,0.19011806,1.3430449,4.40396,4.2138424,39.949448,25.453396,37.11352,17.622118,2.6599183,1.2443702,20.612818,0.57044154,2.6656883,4.7310452,8.37002,2.0560868,-1.2199795,-13.977744,0.055390183,1.0156606,1.6602137,0.77328306,2.8530345,2.3427618,5.315243,2.0682454,16.478045,0.6939449,516.5918,0.5141942,1185.2122,0.23405379,-77.29972,-1.1224743,1591.6538,0.16451606,869.8993,0.46143213,-69.67345,-1.0913023,2571.4822,0.13266453,796.414,0.36284018,-69.45432,-1.0920764,-12.878629,-0.5602621,21.2292,0.40573236,0.052430525,0.82552767,-0.032401543,-0.3494481,3.6585052,0.9466159,21.278538,0.5533342,0.90238935,15.459072,8.101413,2.318787,-5.9914603,-2.9083912,-8.597631,15.472396,0.0125711635,-0.018533463,0.2897737,3.6734693,2.5104604,0.27833334,0.34031436,0.084285714,0.06433331,-11.639178
"('/content/sample_data/nuestros/AB_04sad.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.715804989'))",,,,18.150974,0.17785917,14.877617,17.524178,21.6138,6.736183,222.78105,233.60468,76.848335,78.98467,0.74859476,0.8346752,0.26073623,0.40992203,1.2118663,0.95113003,12.919019,8.930849,11.509291,5.8275867,0.80061877,0.9965695,29.191996,0.45602652,17.816574,0.45836884,15.345474,0.5608409,-0.70763475,-15.299176,0.041650318,1.1023612,1.703387,0.7079652,-2.3590038,-1.8965095,3.153267,4.0340443,29.01705,0.28733015,540.6104,0.3213044,1332.6207,0.17406021,-68.38605,-1.2009109,1602.6873,0.18157302,1073.1633,0.33821478,-80.40447,-0.92248094,2631.221,0.14145777,897.7094,0.31734246,-83.08589,-0.87230414,-21.779453,-0.2991325,28.217333,0.27205265,-0.0023533874,-11.702804,-0.03403932,-0.38912812,0.98507303,0.89768887,32.612225,0.30174783,18.692307,0.42944038,15.617735,0.6248877,-0.50527084,-23.3767,-14.424228,20.706856,-0.022622224,-0.025115468,0.4099952,2.4324327,4.3835616,0.14999999,0.16027321,0.07333333,0.04749269,-22.455366
"('/content/sample_data/nuestros/LM_05angry.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.027913832'))",,,,33.46325,0.09163762,30.667845,32.324093,37.222065,6.55422,105.20302,44.379368,32.04106,6.966098,0.71280545,1.1948006,0.09686947,0.27930376,1.4539208,1.3570514,17.255613,13.190363,19.017893,11.524069,0.52993745,1.4452235,19.917358,0.7905442,4.2399406,2.8591053,3.8350317,3.4567535,-8.481119,-1.9356601,0.023890378,0.98055774,1.1679312,0.7911789,6.217601,0.69053257,4.1471567,1.8518862,25.232712,0.39053905,652.6264,0.35658097,1253.7574,0.19915803,-133.59921,-0.66816914,1695.6838,0.19594224,1003.9603,0.4670228,-134.33743,-0.6270504,2814.7197,0.08452087,720.44073,0.54433435,-136.3739,-0.5965877,-15.0090685,-0.58840346,24.731024,0.43148035,0.092820495,0.23253003,-0.030994695,-0.34999946,1.1780362,0.6912174,30.9711,0.5250769,6.871554,2.2907553,9.388217,1.8495871,-20.922384,-0.9104102,-5.4490695,13.422891,0.07808228,-0.008779911,0.1562307,2.3255813,1.3513514,0.26749998,0.29123658,0.35999998,0.33400595,-24.988361
"('/content/sample_data/nuestros/GA_03happy.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:01.602176871'))",,,,39.559685,0.20899226,31.397566,39.389534,43.749275,12.351709,111.035385,91.59215,108.79397,180.59091,0.8051529,0.5860283,0.34240362,0.79579645,1.1247655,0.78236187,10.143739,3.5294886,10.446174,4.525775,0.46431237,0.7800863,9.4986515,1.9079242,7.111754,1.8876495,-5.0399885,-4.487065,-15.750677,-1.1524699,0.07566278,1.4838653,1.7364465,0.5268075,2.1664774,2.2122567,5.7189655,1.3602471,14.495667,0.82869375,583.44135,0.45019463,1158.7009,0.3146528,-54.262157,-1.460895,1685.5585,0.16179816,739.5938,0.7170244,-44.151463,-1.4119731,2759.7607,0.115862295,754.73,0.5815393,-44.54989,-1.389516,-7.2344894,-1.3019581,14.627407,0.80004066,0.12682019,0.21078949,-0.018641561,-0.5973379,0.518334,0.7170236,9.919808,1.611905,7.627508,1.7786466,-1.8018497,-12.65412,-18.429436,-0.93112725,1.8420842,3.8245964,0.11071072,-0.010126906,0.24361292,5.031447,2.5974026,0.315,0.26004806,0.044999998,0.025980761,-31.652233
"('/content/sample_data/nuestros/LM_06fearful.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:02.563514739'))",,,,37.049904,0.07709391,33.803726,36.64451,40.21593,6.4122047,104.91962,150.41727,21.055984,13.283966,0.8129644,1.0897002,0.107050374,0.50061065,1.6339097,1.5268593,18.422709,13.9326515,23.330324,11.704935,0.5618851,1.2812213,21.896212,0.65380514,0.6499681,19.292545,5.227229,2.5961862,-11.420109,-1.5539744,0.023961857,0.98094857,1.2089624,0.85501814,8.500023,0.44995177,6.2545733,1.1413071,21.414288,0.46759346,497.95026,0.37932494,1200.0504,0.16239573,-127.91571,-0.7144645,1532.209,0.17966457,777.75995,0.34641993,-107.59012,-0.8171828,2605.6025,0.08063949,749.5248,0.5109694,-110.44199,-0.7689319,-14.634428,-0.5441643,22.523563,0.44466934,0.09682022,0.2481043,-0.027127277,-0.36263177,1.0534871,0.6879694,28.957512,0.48121518,-1.6303478,-8.932207,8.700676,1.8986166,-22.197649,-0.85786533,-6.5271835,13.906364,0.07205023,-0.008326628,0.054616105,2.745098,1.2,0.42666668,0.41249916,0.2875,0.2245412,-24.257551
"('/content/sample_data/nuestros/LM_08surprised.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.120793651'))",,,,34.973083,0.1671051,30.660984,34.251286,40.613354,9.95237,77.63451,40.07468,53.80577,17.020304,0.627786,1.0467464,0.08862,0.26550737,1.2597566,1.1711366,16.78317,11.473887,15.332988,10.337743,0.58240813,1.3972696,21.36842,0.7771299,5.945387,1.8601159,4.1341414,3.1781788,-6.070172,-2.6616378,0.07078059,1.1952032,1.474167,0.7769815,5.9415174,0.8126679,5.682112,1.1877619,21.851624,1.3427836,709.5158,0.23865029,1274.9183,0.17676951,-126.318306,-0.69466376,1752.3907,0.13236392,896.6969,0.3714928,-127.25623,-0.64662534,2851.4734,0.094216615,668.88153,0.40956247,-128.94011,-0.6237856,-18.669203,-0.47029644,28.22256,0.38727206,0.08323955,0.31598154,-0.030866934,-0.4215265,1.2236313,0.71924347,31.925507,0.43237802,7.9791765,1.8622234,7.1855593,2.2930973,-14.468493,-1.4663031,-6.9713,15.543564,0.0786903,-0.007157759,0.11979679,3.215434,1.633987,0.258,0.33319062,0.27666664,0.30874297,-24.52464
"('/content/sample_data/nuestros/AB_07disgust.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.309455782'))",,,,26.452744,0.24823308,21.703812,26.915833,33.24816,11.54435,128.57368,99.233986,112.99569,89.34001,0.58230764,0.93245053,0.09378357,0.46049085,1.0882635,0.99447995,8.360249,6.5431986,8.531128,6.750726,0.51263773,1.1124717,27.28429,0.58328664,16.848883,0.5196041,10.361511,1.4645815,-1.9353971,-9.286251,0.072879136,1.5028232,2.0499542,0.59140605,0.8213464,7.482666,-1.1825274,-24.225624,22.797659,1.131276,558.5267,0.3111255,1317.7864,0.21291941,-76.39821,-1.1461768,1670.535,0.17493625,998.9452,0.3975956,-84.8506,-0.9328623,2692.1948,0.10992298,952.09485,0.49671605,-87.62382,-0.8805901,-21.946384,-0.34143984,29.822887,0.28741682,0.044985108,1.2057133,-0.03956964,-0.3859998,0.74153143,0.7891933,32.366756,0.3312561,17.710663,0.53684473,10.402426,1.7641727,-3.4981112,-6.087872,-12.088463,19.612608,-0.008257954,-0.020763585,0.096087635,2.431611,1.8518518,0.34,0.22052966,0.21,0.14669697,-26.4312
"('/content/sample_data/nuestros/AB_02calm.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:02.391655329'))",,,,20.940928,0.19235484,17.438658,21.063675,24.265795,6.827137,664.92395,532.13806,45.544327,52.625893,0.5505712,0.8401419,0.10846612,0.44311327,0.870811,0.76234484,7.4634433,4.341135,5.534121,2.42722,0.33133793,0.90990174,33.26814,0.3372285,6.3202624,1.3701597,9.822708,1.3467116,4.5841227,3.4774551,0.04008038,1.0544388,1.5808798,0.77490157,1.0282732,4.3339496,-1.3608623,-2.5294583,20.813354,0.4584488,462.32968,0.30733716,1280.4691,0.17230973,-77.02169,-1.2241,1494.9272,0.15089624,913.0129,0.36417702,-87.135826,-0.98723197,2477.2603,0.12704153,829.62897,0.29365537,-88.73207,-0.95695186,-17.404,-0.3851027,23.487936,0.3504155,0.044961005,0.6576358,-0.042202894,-0.42318535,0.47828555,0.58963346,36.100975,0.29266918,7.2075243,1.2502286,12.487477,1.2216275,-1.1778444,-14.418801,-13.528381,23.000965,-0.0025847307,-0.0146993315,0.10328125,2.5210085,2.586207,0.23333333,0.3405714,0.154,0.12753038,-29.040462
"('/content/sample_data/nuestros/GA_08surprised.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:02.264557823'))",,,,38.679268,0.16389085,33.800007,38.34851,44.621017,10.821011,75.7061,49.032143,103.98826,21.21225,0.73293084,0.84142154,0.10569231,0.5668595,1.3047286,1.1990364,15.423666,9.574376,9.759216,3.2753453,0.46588784,1.0977715,8.019235,2.0825613,3.7055523,4.009726,-6.59125,-2.894587,-15.189788,-0.98583317,0.06383151,1.0987629,1.4469565,0.43858504,2.6390145,1.7795489,6.594576,1.947244,12.478241,0.85797364,611.6087,0.5228526,1034.9674,0.29263523,-109.697334,-0.8751586,1669.541,0.21754542,733.24347,0.43744028,-85.07964,-1.051088,2715.8818,0.14914198,644.75336,0.61277974,-86.47901,-1.0196143,-7.927662,-1.0696445,16.135895,0.6403808,0.13224934,0.2296574,-0.014917464,-0.7152293,0.6918662,0.74915737,10.788401,1.5271888,3.0649092,5.2052393,-8.84763,-2.427038,-16.49027,-1.1156416,-0.66140336,7.671389,0.105170764,-0.013422988,0.12741494,4.0,1.3636364,0.4433333,0.33638602,0.19999999,0.15346009,-29.667648
"('/content/sample_data/nuestros/GA_01neutral.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:02.337120181'))",,,,27.564283,0.27495706,17.752207,30.91729,31.85326,14.101053,1005.009,504.88412,72.0184,52.360775,0.27325112,1.0213542,0.0332281,0.17368108,0.48955205,0.45632395,4.851289,5.542254,4.6713586,2.7165997,0.113757536,1.0450666,16.337755,1.1266425,16.405806,0.7560928,1.1370785,15.429607,-12.238592,-0.87972736,0.07650147,2.0421112,1.6051403,0.50846004,1.9313936,2.3251708,5.9407697,1.5798969,27.652906,0.3985501,497.24283,0.3259788,1180.2733,0.20645376,-108.88471,-0.8949208,1548.6029,0.16617076,847.27454,0.39350328,-114.02613,-0.7902088,2688.9636,0.09984226,693.8441,0.58075947,-116.27013,-0.73920476,-15.573939,-0.68526185,25.170792,0.49618825,0.11216064,0.15926741,-0.022763217,-0.40588966,0.17801647,0.60769624,25.271542,0.62373424,20.198984,0.65627825,5.7171307,3.5785358,-12.299251,-0.9935563,-3.698605,10.286799,0.09462296,-0.012833213,0.059982438,3.8793104,1.7621145,0.2575,0.18184814,0.222,0.16375591,-39.805756
"('/content/sample_data/nuestros/GA_05angry.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:02.235532880'))",,,,32.91388,0.13915955,28.745016,31.769836,37.567192,8.822176,40.718853,23.641937,47.779987,9.42657,0.5663395,0.8866133,0.069611445,0.47057477,1.0717703,1.0021589,10.709158,6.5951757,8.177759,5.1101317,0.3122378,1.0478443,10.130018,1.8958205,12.865973,0.8099361,-4.0746202,-4.6701097,-11.640575,-1.4148577,0.03192852,0.8973922,1.4715577,0.44954318,2.4851658,1.4585785,3.9870427,2.2761195,22.192028,0.5125747,472.6237,0.52957416,1173.5077,0.21278387,-101.47919,-0.9722632,1476.3396,0.17838807,781.7248,0.3061781,-94.52705,-0.9519649,2635.9128,0.10235537,707.96497,0.6791904,-99.54706,-0.8536236,-8.985652,-1.0159985,17.71521,0.62983364,0.115218334,0.20634916,-0.020577414,-0.64609015,0.45387104,0.7336282,17.291248,0.96841097,15.646597,0.598274,-4.654542,-5.1687984,-12.37956,-1.625295,1.3337082,5.377596,0.09875102,-0.0062656896,0.1443995,3.1531532,2.3041477,0.236,0.2684474,0.174,0.13951343,-31.730968
"('/content/sample_data/nuestros/LM_01neutral.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:02.842154195'))",,,,33.97956,0.082983874,30.221321,34.18285,36.413147,6.191826,143.61885,156.05241,35.18191,15.412534,0.50974137,1.0804226,0.096805125,0.32419112,0.8115454,0.7147403,12.98404,8.386742,11.65837,5.8981943,0.33816347,1.3619475,22.511526,0.72655463,6.4150763,2.12348,5.01911,2.95763,-9.337361,-1.4307113,0.022347763,0.9585423,1.487107,0.7636502,7.024522,0.5304651,4.092,2.2216485,27.201466,0.4216682,627.45557,0.2375062,1279.1372,0.16634469,-117.17868,-0.7881726,1702.3401,0.15265042,913.88995,0.5255896,-120.60624,-0.6970006,2793.2478,0.0846096,819.0241,0.42188904,-123.12969,-0.6592378,-17.18418,-0.5754872,26.861391,0.50920004,0.10671345,0.2579684,-0.035149436,-0.3889802,0.66039765,0.7505952,32.337055,0.5106602,8.351988,2.1138918,8.4266405,2.1706312,-17.08195,-0.90809906,-7.4598894,15.552342,0.078746654,-0.009693968,0.07450861,2.8268552,2.1582735,0.20333333,0.13161391,0.282,0.2717646,-28.97175
