,file_path,modality,vocal_channel,emotion,emotional_intensity,statement,repetition,actor
22,/content/ravdess/Actor_07/03-01-03-01-01-01-07.wav,03,01,03,01,01,01,07
23,/content/ravdess/Actor_07/03-01-05-01-02-02-07.wav,03,01,05,01,02,02,07
24,/content/ravdess/Actor_07/03-01-06-02-02-01-07.wav,03,01,06,02,02,01,07
25,/content/ravdess/Actor_07/03-01-05-02-01-01-07.wav,03,01,05,02,01,01,07
26,/content/ravdess/Actor_07/03-01-05-02-02-02-07.wav,03,01,05,02,02,02,07
27,/content/ravdess/Actor_07/03-01-03-01-02-02-07.wav,03,01,03,01,02,02,07
28,/content/ravdess/Actor_07/03-01-06-02-02-02-07.wav,03,01,06,02,02,02,07
29,/content/ravdess/Actor_07/03-01-02-01-01-01-07.wav,03,01,02,01,01,01,07
30,/content/ravdess/Actor_07/03-01-05-01-02-01-07.wav,03,01,05,01,02,01,07
31,/content/ravdess/Actor_07/03-01-07-02-01-02-07.wav,03,01,07,02,01,02,07
32,/content/ravdess/Actor_07/03-01-08-02-02-02-07.wav,03,01,08,02,02,02,07
33,/content/ravdess/Actor_07/03-01-04-02-02-02-07.wav,03,01,04,02,02,02,07
34,/content/ravdess/Actor_07/03-01-07-02-02-02-07.wav,03,01,07,02,02,02,07
35,/content/ravdess/Actor_07/03-01-08-01-01-01-07.wav,03,01,08,01,01,01,07
36,/content/ravdess/Actor_07/03-01-01-01-02-02-07.wav,03,01,01,01,02,02,07
37,/content/ravdess/Actor_07/03-01-08-02-01-01-07.wav,03,01,08,02,01,01,07
38,/content/ravdess/Actor_07/03-01-02-02-01-02-07.wav,03,01,02,02,01,02,07
39,/content/ravdess/Actor_07/03-01-08-02-01-02-07.wav,03,01,08,02,01,02,07
40,/content/ravdess/Actor_07/03-01-02-01-02-02-07.wav,03,01,02,01,02,02,07
41,/content/ravdess/Actor_07/03-01-04-02-01-01-07.wav,03,01,04,02,01,01,07
42,/content/ravdess/Actor_07/03-01-04-01-01-02-07.wav,03,01,04,01,01,02,07
43,/content/ravdess/Actor_07/03-01-01-01-01-02-07.wav,03,01,01,01,01,02,07
44,/content/ravdess/Actor_07/03-01-08-02-02-01-07.wav,03,01,08,02,02,01,07
45,/content/ravdess/Actor_07/03-01-06-01-01-01-07.wav,03,01,06,01,01,01,07
46,/content/ravdess/Actor_07/03-01-08-01-01-02-07.wav,03,01,08,01,01,02,07
47,/content/ravdess/Actor_07/03-01-05-01-01-02-07.wav,03,01,05,01,01,02,07
48,/content/ravdess/Actor_07/03-01-04-02-01-02-07.wav,03,01,04,02,01,02,07
49,/content/ravdess/Actor_07/03-01-08-01-02-01-07.wav,03,01,08,01,02,01,07
50,/content/ravdess/Actor_07/03-01-04-02-02-01-07.wav,03,01,04,02,02,01,07
51,/content/ravdess/Actor_07/03-01-06-02-01-02-07.wav,03,01,06,02,01,02,07
52,/content/ravdess/Actor_07/03-01-07-01-01-01-07.wav,03,01,07,01,01,01,07
53,/content/ravdess/Actor_07/03-01-07-01-02-01-07.wav,03,01,07,01,02,01,07
54,/content/ravdess/Actor_07/03-01-04-01-02-01-07.wav,03,01,04,01,02,01,07
55,/content/ravdess/Actor_07/03-01-07-01-01-02-07.wav,03,01,07,01,01,02,07
56,/content/ravdess/Actor_07/03-01-01-01-01-01-07.wav,03,01,01,01,01,01,07
57,/content/ravdess/Actor_07/03-01-06-02-01-01-07.wav,03,01,06,02,01,01,07
58,/content/ravdess/Actor_07/03-01-03-02-02-02-07.wav,03,01,03,02,02,02,07
59,/content/ravdess/Actor_07/03-01-03-02-01-02-07.wav,03,01,03,02,01,02,07
60,/content/ravdess/Actor_03/03-01-08-01-02-02-03.wav,03,01,08,01,02,02,03
61,/content/ravdess/Actor_03/03-01-01-01-02-01-03.wav,03,01,01,01,02,01,03
62,/content/ravdess/Actor_03/03-01-08-02-01-02-03.wav,03,01,08,02,01,02,03
63,/content/ravdess/Actor_03/03-01-03-01-02-02-03.wav,03,01,03,01,02,02,03
64,/content/ravdess/Actor_03/03-01-05-02-01-02-03.wav,03,01,05,02,01,02,03
65,/content/ravdess/Actor_03/03-01-01-01-01-01-03.wav,03,01,01,01,01,01,03
66,/content/ravdess/Actor_03/03-01-05-02-01-01-03.wav,03,01,05,02,01,01,03
67,/content/ravdess/Actor_03/03-01-03-01-02-01-03.wav,03,01,03,01,02,01,03
68,/content/ravdess/Actor_03/03-01-02-01-01-01-03.wav,03,01,02,01,01,01,03
69,/content/ravdess/Actor_03/03-01-03-01-01-02-03.wav,03,01,03,01,01,02,03
70,/content/ravdess/Actor_03/03-01-07-02-01-01-03.wav,03,01,07,02,01,01,03
71,/content/ravdess/Actor_03/03-01-07-02-02-02-03.wav,03,01,07,02,02,02,03
72,/content/ravdess/Actor_03/03-01-07-01-02-01-03.wav,03,01,07,01,02,01,03
73,/content/ravdess/Actor_03/03-01-01-01-01-02-03.wav,03,01,01,01,01,02,03
74,/content/ravdess/Actor_03/03-01-01-01-02-02-03.wav,03,01,01,01,02,02,03
75,/content/ravdess/Actor_03/03-01-06-01-01-02-03.wav,03,01,06,01,01,02,03
76,/content/ravdess/Actor_03/03-01-04-02-02-01-03.wav,03,01,04,02,02,01,03
77,/content/ravdess/Actor_03/03-01-08-02-02-02-03.wav,03,01,08,02,02,02,03
78,/content/ravdess/Actor_03/03-01-03-01-01-01-03.wav,03,01,03,01,01,01,03
79,/content/ravdess/Actor_03/03-01-04-01-02-01-03.wav,03,01,04,01,02,01,03
80,/content/ravdess/Actor_03/03-01-02-01-02-01-03.wav,03,01,02,01,02,01,03
81,/content/ravdess/Actor_03/03-01-08-01-01-01-03.wav,03,01,08,01,01,01,03
82,/content/ravdess/Actor_03/03-01-05-01-02-01-03.wav,03,01,05,01,02,01,03
83,/content/ravdess/Actor_03/03-01-06-01-02-02-03.wav,03,01,06,01,02,02,03
84,/content/ravdess/Actor_03/03-01-07-02-01-02-03.wav,03,01,07,02,01,02,03
85,/content/ravdess/Actor_03/03-01-07-02-02-01-03.wav,03,01,07,02,02,01,03
86,/content/ravdess/Actor_03/03-01-06-02-02-01-03.wav,03,01,06,02,02,01,03
87,/content/ravdess/Actor_03/03-01-02-02-01-01-03.wav,03,01,02,02,01,01,03
88,/content/ravdess/Actor_03/03-01-02-02-02-01-03.wav,03,01,02,02,02,01,03
89,/content/ravdess/Actor_03/03-01-05-02-02-02-03.wav,03,01,05,02,02,02,03
90,/content/ravdess/Actor_03/03-01-02-01-01-02-03.wav,03,01,02,01,01,02,03
91,/content/ravdess/Actor_03/03-01-02-02-02-02-03.wav,03,01,02,02,02,02,03
92,/content/ravdess/Actor_03/03-01-03-02-02-02-03.wav,03,01,03,02,02,02,03
93,/content/ravdess/Actor_03/03-01-03-02-01-01-03.wav,03,01,03,02,01,01,03
94,/content/ravdess/Actor_03/03-01-08-01-02-01-03.wav,03,01,08,01,02,01,03
95,/content/ravdess/Actor_03/03-01-04-01-01-01-03.wav,03,01,04,01,01,01,03
96,/content/ravdess/Actor_03/03-01-03-02-02-01-03.wav,03,01,03,02,02,01,03
97,/content/ravdess/Actor_03/03-01-05-01-01-02-03.wav,03,01,05,01,01,02,03
98,/content/ravdess/Actor_03/03-01-08-01-01-02-03.wav,03,01,08,01,01,02,03
99,/content/ravdess/Actor_03/03-01-02-02-01-02-03.wav,03,01,02,02,01,02,03
100,/content/ravdess/Actor_03/03-01-04-02-01-01-03.wav,03,01,04,02,01,01,03
101,/content/ravdess/Actor_03/03-01-05-01-02-02-03.wav,03,01,05,01,02,02,03
102,/content/ravdess/Actor_03/03-01-06-01-02-01-03.wav,03,01,06,01,02,01,03
103,/content/ravdess/Actor_03/03-01-08-02-01-01-03.wav,03,01,08,02,01,01,03
104,/content/ravdess/Actor_03/03-01-05-02-02-01-03.wav,03,01,05,02,02,01,03
105,/content/ravdess/Actor_03/03-01-07-01-01-02-03.wav,03,01,07,01,01,02,03
106,/content/ravdess/Actor_03/03-01-06-02-02-02-03.wav,03,01,06,02,02,02,03
107,/content/ravdess/Actor_03/03-01-06-02-01-02-03.wav,03,01,06,02,01,02,03
108,/content/ravdess/Actor_03/03-01-06-02-01-01-03.wav,03,01,06,02,01,01,03
109,/content/ravdess/Actor_03/03-01-04-02-02-02-03.wav,03,01,04,02,02,02,03
110,/content/ravdess/Actor_03/03-01-04-01-02-02-03.wav,03,01,04,01,02,02,03
111,/content/ravdess/Actor_03/03-01-03-02-01-02-03.wav,03,01,03,02,01,02,03
112,/content/ravdess/Actor_03/03-01-06-01-01-01-03.wav,03,01,06,01,01,01,03
113,/content/ravdess/Actor_03/03-01-02-01-02-02-03.wav,03,01,02,01,02,02,03
114,/content/ravdess/Actor_03/03-01-07-01-02-02-03.wav,03,01,07,01,02,02,03
115,/content/ravdess/Actor_03/03-01-05-01-01-01-03.wav,03,01,05,01,01,01,03
116,/content/ravdess/Actor_03/03-01-08-02-02-01-03.wav,03,01,08,02,02,01,03
117,/content/ravdess/Actor_03/03-01-04-02-01-02-03.wav,03,01,04,02,01,02,03
118,/content/ravdess/Actor_03/03-01-04-01-01-02-03.wav,03,01,04,01,01,02,03
119,/content/ravdess/Actor_03/03-01-07-01-01-01-03.wav,03,01,07,01,01,01,03
120,/content/ravdess/Actor_04/03-01-01-01-01-02-04.wav,03,01,01,01,01,02,04
121,/content/ravdess/Actor_04/03-01-07-01-01-02-04.wav,03,01,07,01,01,02,04
122,/content/ravdess/Actor_04/03-01-06-01-02-01-04.wav,03,01,06,01,02,01,04
123,/content/ravdess/Actor_04/03-01-06-02-02-01-04.wav,03,01,06,02,02,01,04
124,/content/ravdess/Actor_04/03-01-06-02-01-02-04.wav,03,01,06,02,01,02,04
125,/content/ravdess/Actor_04/03-01-02-02-02-02-04.wav,03,01,02,02,02,02,04
126,/content/ravdess/Actor_04/03-01-04-02-02-02-04.wav,03,01,04,02,02,02,04
127,/content/ravdess/Actor_04/03-01-05-01-01-02-04.wav,03,01,05,01,01,02,04
128,/content/ravdess/Actor_04/03-01-05-01-01-01-04.wav,03,01,05,01,01,01,04
129,/content/ravdess/Actor_04/03-01-06-01-02-02-04.wav,03,01,06,01,02,02,04
130,/content/ravdess/Actor_04/03-01-08-02-01-02-04.wav,03,01,08,02,01,02,04
131,/content/ravdess/Actor_04/03-01-08-02-01-01-04.wav,03,01,08,02,01,01,04
132,/content/ravdess/Actor_04/03-01-03-02-02-02-04.wav,03,01,03,02,02,02,04
133,/content/ravdess/Actor_04/03-01-04-01-02-01-04.wav,03,01,04,01,02,01,04
134,/content/ravdess/Actor_04/03-01-01-01-01-01-04.wav,03,01,01,01,01,01,04
135,/content/ravdess/Actor_04/03-01-08-01-02-01-04.wav,03,01,08,01,02,01,04
136,/content/ravdess/Actor_04/03-01-02-02-02-01-04.wav,03,01,02,02,02,01,04
137,/content/ravdess/Actor_04/03-01-07-02-01-02-04.wav,03,01,07,02,01,02,04
138,/content/ravdess/Actor_04/03-01-03-02-02-01-04.wav,03,01,03,02,02,01,04
139,/content/ravdess/Actor_04/03-01-04-01-01-01-04.wav,03,01,04,01,01,01,04
140,/content/ravdess/Actor_04/03-01-02-01-02-01-04.wav,03,01,02,01,02,01,04
141,/content/ravdess/Actor_04/03-01-02-02-01-01-04.wav,03,01,02,02,01,01,04
142,/content/ravdess/Actor_04/03-01-02-02-01-02-04.wav,03,01,02,02,01,02,04
143,/content/ravdess/Actor_04/03-01-03-01-02-01-04.wav,03,01,03,01,02,01,04
144,/content/ravdess/Actor_04/03-01-08-01-02-02-04.wav,03,01,08,01,02,02,04
145,/content/ravdess/Actor_04/03-01-02-01-01-02-04.wav,03,01,02,01,01,02,04
146,/content/ravdess/Actor_04/03-01-05-02-01-01-04.wav,03,01,05,02,01,01,04
147,/content/ravdess/Actor_04/03-01-04-02-01-01-04.wav,03,01,04,02,01,01,04
148,/content/ravdess/Actor_04/03-01-07-02-02-01-04.wav,03,01,07,02,02,01,04
149,/content/ravdess/Actor_04/03-01-07-02-02-02-04.wav,03,01,07,02,02,02,04
150,/content/ravdess/Actor_04/03-01-05-02-01-02-04.wav,03,01,05,02,01,02,04
151,/content/ravdess/Actor_04/03-01-03-01-01-01-04.wav,03,01,03,01,01,01,04
152,/content/ravdess/Actor_04/03-01-07-01-01-01-04.wav,03,01,07,01,01,01,04
153,/content/ravdess/Actor_04/03-01-03-01-01-02-04.wav,03,01,03,01,01,02,04
154,/content/ravdess/Actor_04/03-01-04-01-02-02-04.wav,03,01,04,01,02,02,04
155,/content/ravdess/Actor_04/03-01-03-02-01-02-04.wav,03,01,03,02,01,02,04
156,/content/ravdess/Actor_04/03-01-05-02-02-02-04.wav,03,01,05,02,02,02,04
157,/content/ravdess/Actor_04/03-01-04-01-01-02-04.wav,03,01,04,01,01,02,04
158,/content/ravdess/Actor_04/03-01-08-01-01-02-04.wav,03,01,08,01,01,02,04
159,/content/ravdess/Actor_04/03-01-03-01-02-02-04.wav,03,01,03,01,02,02,04
160,/content/ravdess/Actor_04/03-01-08-01-01-01-04.wav,03,01,08,01,01,01,04
161,/content/ravdess/Actor_04/03-01-02-01-02-02-04.wav,03,01,02,01,02,02,04
162,/content/ravdess/Actor_04/03-01-01-01-02-02-04.wav,03,01,01,01,02,02,04
163,/content/ravdess/Actor_04/03-01-06-02-02-02-04.wav,03,01,06,02,02,02,04
164,/content/ravdess/Actor_04/03-01-02-01-01-01-04.wav,03,01,02,01,01,01,04
165,/content/ravdess/Actor_04/03-01-08-02-02-01-04.wav,03,01,08,02,02,01,04
166,/content/ravdess/Actor_04/03-01-03-02-01-01-04.wav,03,01,03,02,01,01,04
167,/content/ravdess/Actor_04/03-01-08-02-02-02-04.wav,03,01,08,02,02,02,04
168,/content/ravdess/Actor_04/03-01-01-01-02-01-04.wav,03,01,01,01,02,01,04
169,/content/ravdess/Actor_04/03-01-07-01-02-02-04.wav,03,01,07,01,02,02,04
170,/content/ravdess/Actor_04/03-01-07-02-01-01-04.wav,03,01,07,02,01,01,04
171,/content/ravdess/Actor_04/03-01-04-02-02-01-04.wav,03,01,04,02,02,01,04
172,/content/ravdess/Actor_04/03-01-06-01-01-01-04.wav,03,01,06,01,01,01,04
173,/content/ravdess/Actor_04/03-01-05-01-02-02-04.wav,03,01,05,01,02,02,04
174,/content/ravdess/Actor_04/03-01-06-02-01-01-04.wav,03,01,06,02,01,01,04
175,/content/ravdess/Actor_04/03-01-06-01-01-02-04.wav,03,01,06,01,01,02,04
176,/content/ravdess/Actor_04/03-01-05-01-02-01-04.wav,03,01,05,01,02,01,04
177,/content/ravdess/Actor_04/03-01-07-01-02-01-04.wav,03,01,07,01,02,01,04
178,/content/ravdess/Actor_04/03-01-05-02-02-01-04.wav,03,01,05,02,02,01,04
179,/content/ravdess/Actor_04/03-01-04-02-01-02-04.wav,03,01,04,02,01,02,04
180,/content/ravdess/Actor_10/03-01-07-02-01-02-10.wav,03,01,07,02,01,02,10
181,/content/ravdess/Actor_10/03-01-05-02-01-02-10.wav,03,01,05,02,01,02,10
182,/content/ravdess/Actor_10/03-01-04-01-02-01-10.wav,03,01,04,01,02,01,10
183,/content/ravdess/Actor_10/03-01-01-01-01-01-10.wav,03,01,01,01,01,01,10
184,/content/ravdess/Actor_10/03-01-07-01-02-02-10.wav,03,01,07,01,02,02,10
185,/content/ravdess/Actor_10/03-01-02-01-01-02-10.wav,03,01,02,01,01,02,10
186,/content/ravdess/Actor_10/03-01-03-01-02-01-10.wav,03,01,03,01,02,01,10
187,/content/ravdess/Actor_10/03-01-03-02-02-01-10.wav,03,01,03,02,02,01,10
188,/content/ravdess/Actor_10/03-01-03-02-01-02-10.wav,03,01,03,02,01,02,10
189,/content/ravdess/Actor_10/03-01-02-02-02-02-10.wav,03,01,02,02,02,02,10
190,/content/ravdess/Actor_10/03-01-08-02-01-01-10.wav,03,01,08,02,01,01,10
191,/content/ravdess/Actor_10/03-01-03-02-02-02-10.wav,03,01,03,02,02,02,10
192,/content/ravdess/Actor_10/03-01-06-02-02-01-10.wav,03,01,06,02,02,01,10
193,/content/ravdess/Actor_10/03-01-05-02-01-01-10.wav,03,01,05,02,01,01,10
194,/content/ravdess/Actor_10/03-01-02-01-02-02-10.wav,03,01,02,01,02,02,10
195,/content/ravdess/Actor_10/03-01-02-02-02-01-10.wav,03,01,02,02,02,01,10
196,/content/ravdess/Actor_10/03-01-04-02-02-02-10.wav,03,01,04,02,02,02,10
197,/content/ravdess/Actor_10/03-01-05-01-02-02-10.wav,03,01,05,01,02,02,10
198,/content/ravdess/Actor_10/03-01-08-01-01-01-10.wav,03,01,08,01,01,01,10
199,/content/ravdess/Actor_10/03-01-06-02-01-01-10.wav,03,01,06,02,01,01,10
200,/content/ravdess/Actor_10/03-01-04-01-01-01-10.wav,03,01,04,01,01,01,10
201,/content/ravdess/Actor_10/03-01-02-02-01-01-10.wav,03,01,02,02,01,01,10
202,/content/ravdess/Actor_10/03-01-04-02-02-01-10.wav,03,01,04,02,02,01,10
203,/content/ravdess/Actor_10/03-01-08-01-02-01-10.wav,03,01,08,01,02,01,10
204,/content/ravdess/Actor_10/03-01-01-01-02-01-10.wav,03,01,01,01,02,01,10
205,/content/ravdess/Actor_10/03-01-02-02-01-02-10.wav,03,01,02,02,01,02,10
206,/content/ravdess/Actor_10/03-01-04-01-01-02-10.wav,03,01,04,01,01,02,10
207,/content/ravdess/Actor_10/03-01-08-02-02-02-10.wav,03,01,08,02,02,02,10
208,/content/ravdess/Actor_10/03-01-03-01-02-02-10.wav,03,01,03,01,02,02,10
209,/content/ravdess/Actor_10/03-01-07-01-02-01-10.wav,03,01,07,01,02,01,10
210,/content/ravdess/Actor_10/03-01-03-01-01-01-10.wav,03,01,03,01,01,01,10
211,/content/ravdess/Actor_10/03-01-01-01-02-02-10.wav,03,01,01,01,02,02,10
212,/content/ravdess/Actor_10/03-01-01-01-01-02-10.wav,03,01,01,01,01,02,10
213,/content/ravdess/Actor_10/03-01-02-01-01-01-10.wav,03,01,02,01,01,01,10
214,/content/ravdess/Actor_10/03-01-08-01-01-02-10.wav,03,01,08,01,01,02,10
215,/content/ravdess/Actor_10/03-01-07-02-02-01-10.wav,03,01,07,02,02,01,10
216,/content/ravdess/Actor_10/03-01-02-01-02-01-10.wav,03,01,02,01,02,01,10
217,/content/ravdess/Actor_10/03-01-07-01-01-01-10.wav,03,01,07,01,01,01,10
218,/content/ravdess/Actor_10/03-01-06-01-01-01-10.wav,03,01,06,01,01,01,10
219,/content/ravdess/Actor_10/03-01-04-02-01-01-10.wav,03,01,04,02,01,01,10
220,/content/ravdess/Actor_10/03-01-04-01-02-02-10.wav,03,01,04,01,02,02,10
221,/content/ravdess/Actor_10/03-01-07-01-01-02-10.wav,03,01,07,01,01,02,10
222,/content/ravdess/Actor_10/03-01-03-01-01-02-10.wav,03,01,03,01,01,02,10
223,/content/ravdess/Actor_10/03-01-03-02-01-01-10.wav,03,01,03,02,01,01,10
224,/content/ravdess/Actor_10/03-01-06-01-01-02-10.wav,03,01,06,01,01,02,10
225,/content/ravdess/Actor_10/03-01-04-02-01-02-10.wav,03,01,04,02,01,02,10
226,/content/ravdess/Actor_10/03-01-08-02-02-01-10.wav,03,01,08,02,02,01,10
227,/content/ravdess/Actor_10/03-01-07-02-02-02-10.wav,03,01,07,02,02,02,10
228,/content/ravdess/Actor_10/03-01-08-01-02-02-10.wav,03,01,08,01,02,02,10
229,/content/ravdess/Actor_10/03-01-06-02-01-02-10.wav,03,01,06,02,01,02,10
230,/content/ravdess/Actor_10/03-01-05-02-02-02-10.wav,03,01,05,02,02,02,10
231,/content/ravdess/Actor_10/03-01-05-01-01-02-10.wav,03,01,05,01,01,02,10
232,/content/ravdess/Actor_10/03-01-06-02-02-02-10.wav,03,01,06,02,02,02,10
233,/content/ravdess/Actor_10/03-01-06-01-02-02-10.wav,03,01,06,01,02,02,10
234,/content/ravdess/Actor_10/03-01-05-01-01-01-10.wav,03,01,05,01,01,01,10
235,/content/ravdess/Actor_10/03-01-05-01-02-01-10.wav,03,01,05,01,02,01,10
236,/content/ravdess/Actor_10/03-01-06-01-02-01-10.wav,03,01,06,01,02,01,10
237,/content/ravdess/Actor_10/03-01-07-02-01-01-10.wav,03,01,07,02,01,01,10
238,/content/ravdess/Actor_10/03-01-05-02-02-01-10.wav,03,01,05,02,02,01,10
239,/content/ravdess/Actor_10/03-01-08-02-01-02-10.wav,03,01,08,02,01,02,10
240,/content/ravdess/Actor_19/03-01-06-02-01-02-19.wav,03,01,06,02,01,02,19
241,/content/ravdess/Actor_19/03-01-03-02-01-02-19.wav,03,01,03,02,01,02,19
242,/content/ravdess/Actor_19/03-01-06-01-01-02-19.wav,03,01,06,01,01,02,19
243,/content/ravdess/Actor_19/03-01-03-01-02-02-19.wav,03,01,03,01,02,02,19
244,/content/ravdess/Actor_19/03-01-05-01-01-02-19.wav,03,01,05,01,01,02,19
245,/content/ravdess/Actor_19/03-01-02-01-01-02-19.wav,03,01,02,01,01,02,19
246,/content/ravdess/Actor_19/03-01-05-02-01-01-19.wav,03,01,05,02,01,01,19
247,/content/ravdess/Actor_19/03-01-07-01-01-01-19.wav,03,01,07,01,01,01,19
248,/content/ravdess/Actor_19/03-01-04-02-02-01-19.wav,03,01,04,02,02,01,19
249,/content/ravdess/Actor_19/03-01-02-02-02-02-19.wav,03,01,02,02,02,02,19
250,/content/ravdess/Actor_19/03-01-03-02-02-01-19.wav,03,01,03,02,02,01,19
251,/content/ravdess/Actor_19/03-01-01-01-02-02-19.wav,03,01,01,01,02,02,19
252,/content/ravdess/Actor_19/03-01-07-01-01-02-19.wav,03,01,07,01,01,02,19
253,/content/ravdess/Actor_19/03-01-03-02-01-01-19.wav,03,01,03,02,01,01,19
254,/content/ravdess/Actor_19/03-01-02-01-02-01-19.wav,03,01,02,01,02,01,19
255,/content/ravdess/Actor_19/03-01-04-01-02-02-19.wav,03,01,04,01,02,02,19
256,/content/ravdess/Actor_19/03-01-07-02-02-02-19.wav,03,01,07,02,02,02,19
257,/content/ravdess/Actor_19/03-01-04-01-02-01-19.wav,03,01,04,01,02,01,19
258,/content/ravdess/Actor_19/03-01-02-01-02-02-19.wav,03,01,02,01,02,02,19
259,/content/ravdess/Actor_19/03-01-01-01-01-02-19.wav,03,01,01,01,01,02,19
260,/content/ravdess/Actor_19/03-01-06-01-02-02-19.wav,03,01,06,01,02,02,19
261,/content/ravdess/Actor_19/03-01-02-02-01-01-19.wav,03,01,02,02,01,01,19
262,/content/ravdess/Actor_19/03-01-03-01-01-02-19.wav,03,01,03,01,01,02,19
263,/content/ravdess/Actor_19/03-01-06-02-02-01-19.wav,03,01,06,02,02,01,19
264,/content/ravdess/Actor_19/03-01-04-02-01-01-19.wav,03,01,04,02,01,01,19
265,/content/ravdess/Actor_19/03-01-02-02-01-02-19.wav,03,01,02,02,01,02,19
266,/content/ravdess/Actor_19/03-01-08-01-01-01-19.wav,03,01,08,01,01,01,19
267,/content/ravdess/Actor_19/03-01-07-02-01-01-19.wav,03,01,07,02,01,01,19
268,/content/ravdess/Actor_19/03-01-05-01-01-01-19.wav,03,01,05,01,01,01,19
269,/content/ravdess/Actor_19/03-01-08-01-02-02-19.wav,03,01,08,01,02,02,19
270,/content/ravdess/Actor_19/03-01-08-01-01-02-19.wav,03,01,08,01,01,02,19
271,/content/ravdess/Actor_19/03-01-06-02-01-01-19.wav,03,01,06,02,01,01,19
272,/content/ravdess/Actor_19/03-01-08-02-01-01-19.wav,03,01,08,02,01,01,19
273,/content/ravdess/Actor_19/03-01-01-01-01-01-19.wav,03,01,01,01,01,01,19
274,/content/ravdess/Actor_19/03-01-06-01-01-01-19.wav,03,01,06,01,01,01,19
275,/content/ravdess/Actor_19/03-01-08-02-02-02-19.wav,03,01,08,02,02,02,19
276,/content/ravdess/Actor_19/03-01-02-02-02-01-19.wav,03,01,02,02,02,01,19
277,/content/ravdess/Actor_19/03-01-05-02-02-01-19.wav,03,01,05,02,02,01,19
278,/content/ravdess/Actor_19/03-01-08-02-01-02-19.wav,03,01,08,02,01,02,19
279,/content/ravdess/Actor_19/03-01-05-02-02-02-19.wav,03,01,05,02,02,02,19
280,/content/ravdess/Actor_19/03-01-06-01-02-01-19.wav,03,01,06,01,02,01,19
281,/content/ravdess/Actor_19/03-01-02-01-01-01-19.wav,03,01,02,01,01,01,19
282,/content/ravdess/Actor_19/03-01-04-01-01-02-19.wav,03,01,04,01,01,02,19
283,/content/ravdess/Actor_19/03-01-05-01-02-01-19.wav,03,01,05,01,02,01,19
284,/content/ravdess/Actor_19/03-01-03-01-01-01-19.wav,03,01,03,01,01,01,19
285,/content/ravdess/Actor_19/03-01-05-01-02-02-19.wav,03,01,05,01,02,02,19
286,/content/ravdess/Actor_19/03-01-03-02-02-02-19.wav,03,01,03,02,02,02,19
287,/content/ravdess/Actor_19/03-01-07-02-01-02-19.wav,03,01,07,02,01,02,19
288,/content/ravdess/Actor_19/03-01-05-02-01-02-19.wav,03,01,05,02,01,02,19
289,/content/ravdess/Actor_19/03-01-07-01-02-01-19.wav,03,01,07,01,02,01,19
290,/content/ravdess/Actor_19/03-01-04-01-01-01-19.wav,03,01,04,01,01,01,19
291,/content/ravdess/Actor_19/03-01-01-01-02-01-19.wav,03,01,01,01,02,01,19
292,/content/ravdess/Actor_19/03-01-03-01-02-01-19.wav,03,01,03,01,02,01,19
293,/content/ravdess/Actor_19/03-01-04-02-01-02-19.wav,03,01,04,02,01,02,19
294,/content/ravdess/Actor_19/03-01-07-02-02-01-19.wav,03,01,07,02,02,01,19
295,/content/ravdess/Actor_19/03-01-04-02-02-02-19.wav,03,01,04,02,02,02,19
