,file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
"('/content/ravdess/Actor_08/03-01-03-02-01-01-08.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.770416667'))",,,,37.483284,0.120507896,33.742317,38.37175,41.68485,7.9425316,238.1934,221.61237,32.65683,41.36122,0.3587125,1.3061544,0.014187887,0.07867311,0.73827624,0.7240884,9.7469015,7.02115,7.714479,4.4290557,0.18102461,1.4687344,14.602085,0.94970095,-2.3949745,-7.9807663,13.932352,0.78837425,-2.2963326,-8.742368,0.034455933,2.3472774,1.0880846,0.729119,8.357699,0.47802913,5.061373,1.9524555,11.335417,0.79796034,547.70636,0.43710932,1238.7991,0.18018301,-140.52264,-0.62747926,1580.1201,0.16907729,883.8823,0.38356048,-123.01582,-0.7415764,2627.4744,0.10997003,772.9601,0.50497925,-123.921555,-0.72573316,-9.832583,-0.9483332,19.209715,0.43999177,0.04261027,1.3510913,-0.011690708,-1.0075195,0.416157,0.65707856,26.510508,0.3846793,-13.915075,-1.3372995,16.866184,0.9063281,-17.922588,-1.1357492,-11.767369,22.227142,-0.007359686,0.0069668284,0.017857566,1.8617021,1.0810812,0.375,0.22808988,0.525,0.50102395,-34.89606
"('/content/ravdess/Actor_08/03-01-02-02-02-01-08.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.670333333'))",,,,33.41205,0.13021967,33.096825,34.20389,35.982788,2.8859634,-70.405975,0.0,15.601949,0.0,0.084205344,1.0874969,0.009763242,0.030368932,0.16081391,0.15105067,1.723293,1.0433704,1.3943505,0.8408199,0.020242509,1.1882607,14.759856,1.0717555,13.880081,0.9559382,11.797408,1.1997137,4.5203896,3.587281,0.02734692,1.5751755,1.3398505,1.0226111,8.331484,0.54872465,9.436231,0.96403927,25.371033,0.2510243,572.1442,0.41288352,1188.9646,0.19047855,-146.00272,-0.568873,1661.6165,0.19110511,858.03186,0.51879686,-144.03331,-0.55281955,2787.5674,0.08328087,659.747,0.56292194,-145.68764,-0.5283378,-16.285887,-0.547376,26.453335,0.31074333,0.08899549,0.3793502,-0.010726263,-1.106685,0.04427882,0.54561764,26.582367,0.45221806,12.298126,1.2342699,16.548542,1.2154706,-11.868518,-1.3811789,-15.505642,26.723568,-0.013866124,0.007378356,0.009133565,2.1857924,1.3850416,0.22799999,0.15328404,0.39333332,0.4380132,-52.207386
"('/content/ravdess/Actor_08/03-01-01-01-02-01-08.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.536854167'))",,,,34.12029,0.06709427,32.010124,34.837833,35.720013,3.7098885,25.492552,11.771796,63.084568,85.16128,0.13516445,1.256529,0.009393345,0.017291084,0.2698652,0.26047188,2.908028,1.8900425,2.4783797,1.4712793,0.039949745,1.3476857,16.372278,0.9519958,11.723046,1.2771513,11.666918,1.2488343,1.3353392,13.14788,0.022334427,1.1457936,0.9287883,0.74201566,7.419232,0.71552056,10.139357,0.8083456,24.469816,0.3782795,546.3034,0.4856682,1106.7919,0.20949735,-129.96165,-0.70366544,1649.3982,0.20356703,781.7671,0.67550725,-129.869,-0.6676628,2772.4954,0.11620402,854.7283,0.54620206,-132.46524,-0.62917435,-14.241777,-0.62424433,25.320293,0.37285107,0.09679945,0.37293136,-0.012823006,-0.77734923,0.09265585,0.550544,27.01651,0.5883485,6.108865,3.016231,14.535292,1.4865383,-16.041874,-0.96553946,-16.35933,27.11468,-0.016332427,0.0057236436,0.0064118872,1.9886364,0.86455333,0.45,0.2997777,0.68,0.44594467,-46.473736
"('/content/ravdess/Actor_08/03-01-03-01-02-02-08.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.436770833'))",,,,34.715473,0.07867219,31.994389,34.797546,37.472527,5.478138,79.375824,75.84075,26.105713,38.09122,0.20216781,1.4334595,0.009136179,0.027338386,0.35681042,0.34767425,5.0216107,2.6503987,4.224885,3.0322096,0.06991603,1.5908406,14.492396,0.9156591,3.9771893,4.131632,13.37874,0.93236774,3.7255714,4.501621,0.016810464,1.0894846,1.0539457,0.7617286,6.4912286,0.78990626,8.371727,1.1999897,17.909546,0.5015284,512.85046,0.41498768,1228.2053,0.25414762,-137.8137,-0.6421098,1586.7809,0.15550548,769.87274,0.4061015,-128.48347,-0.68765134,2640.55,0.09157301,939.3054,0.68484473,-129.7554,-0.6678686,-11.23042,-0.68143255,19.521393,0.4062788,0.1026562,0.31282824,-0.012471704,-0.74858236,0.16902864,0.7294819,25.724066,0.45736003,-4.593243,-4.5272202,13.979946,1.3194209,-11.09586,-1.4284989,-13.336001,23.838585,-0.012065014,0.008577845,0.0070867264,1.7543861,0.89020777,0.43666667,0.2735365,0.4975,0.46515453,-41.508137
"('/content/ravdess/Actor_08/03-01-08-02-01-01-08.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.837166667'))",,,,39.87857,0.16154096,32.61905,40.10883,44.97221,12.353161,89.9643,48.8463,131.83168,72.30712,0.25214195,1.1298904,0.010858489,0.075382516,0.57955086,0.5686924,4.8787746,2.8139534,5.355766,3.4741678,0.13506436,1.4371277,12.149788,1.1306834,1.5891958,8.85625,8.51955,1.5237772,-1.4611331,-13.085294,0.061189383,1.0322958,1.1698481,0.5476985,5.5287485,0.93042505,8.464859,1.1993258,14.49448,0.85922074,733.95306,0.39578506,1052.1626,0.30335933,-151.83086,-0.52380526,1758.4059,0.19029512,871.39233,0.3769111,-140.39436,-0.5890315,2823.6958,0.13613541,731.5324,0.5711862,-141.84119,-0.567478,-8.683639,-1.1173519,21.80592,0.5217038,0.06930931,0.7404193,-0.00888313,-1.641855,0.33652034,0.5704512,20.062557,0.7979338,-6.2638044,-2.4631827,5.4609423,3.5852084,-17.61455,-1.1551231,-13.2654295,24.191471,-0.009859069,0.007698726,0.036156286,2.6178012,1.856764,0.17,0.12153776,0.3457143,0.48691028,-38.848442
"('/content/ravdess/Actor_08/03-01-07-01-02-02-08.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.837166667'))",,,,33.27469,0.09034944,31.60123,33.94011,35.357662,3.7564316,126.67266,67.193146,36.55344,20.069408,0.11575983,1.1891646,0.008613923,0.015649775,0.24823685,0.23962292,2.9023333,2.239742,2.3705091,1.5740756,0.03802644,1.4072597,15.075428,1.1708497,13.41412,0.919614,11.157146,1.3284658,5.380944,2.6795914,0.024834713,2.0774353,0.9986136,0.8804338,7.275764,0.72351086,7.4039397,1.1118327,26.82619,0.32011932,591.9545,0.431579,1197.186,0.26645684,-138.22978,-0.6473435,1680.1406,0.1857118,872.8861,0.6825329,-139.17114,-0.59806997,2741.464,0.13316667,848.12775,0.44061577,-141.03479,-0.5707496,-16.988203,-0.51327085,26.78659,0.38435563,0.10111535,0.26019737,-0.017355694,-0.713771,0.095650986,0.54897636,30.915716,0.5235984,9.674225,1.5948828,13.831969,1.4707135,-9.756716,-1.2566713,-16.086466,27.532059,-0.025475113,0.008370534,0.0077252346,2.6178012,0.795756,0.42999998,0.11224972,0.60249996,0.45947656,-46.147064
"('/content/ravdess/Actor_08/03-01-04-02-02-02-08.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.703708333'))",,,,37.798042,0.11961265,36.677612,39.25506,40.346664,3.6690521,141.96277,94.63519,226.08472,338.28696,0.15530199,1.0306629,0.02439329,0.0847077,0.29199526,0.26760197,2.5008533,1.4565371,2.3256621,1.8145404,0.07108515,1.1632608,17.940882,0.7961764,3.322098,4.8559237,10.395265,1.0234352,-1.1975836,-16.91367,0.03232808,2.2799273,1.039822,0.7665248,8.637558,0.7329365,11.555025,1.0281079,21.481245,0.48879045,481.14395,0.43633026,1190.8317,0.246065,-165.93243,-0.43522465,1523.4086,0.15976265,875.97925,0.375726,-132.36006,-0.6454636,2660.7217,0.10726901,784.80273,0.4844104,-135.13943,-0.60592204,-16.49181,-0.5767985,27.043663,0.35048142,0.095277295,0.2648784,-0.015460783,-0.71780705,0.11878888,0.5896083,27.217796,0.47628447,0.16059081,118.12318,10.285326,1.4078496,-19.490942,-1.0510589,-16.27184,29.889668,-0.0067098746,0.003945135,0.042254806,2.7100272,1.0989012,0.34,0.1750714,0.438,0.48379332,-43.036457
"('/content/ravdess/Actor_08/03-01-03-01-01-02-08.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.436750'))",,,,34.502087,0.086905524,31.821,34.341667,36.840748,5.0197487,30.288471,10.57518,18.35942,12.9381,0.17536055,1.3021188,0.009633798,0.025931569,0.3328683,0.3232345,4.257602,2.7406447,4.4262795,2.8937411,0.056718703,1.4528813,14.217805,1.027247,5.086365,3.216015,15.93663,0.6198881,3.0587018,4.9113593,0.020185212,1.2258352,1.2330848,0.7662127,7.627394,0.40369827,6.549942,1.2474155,17.066988,0.5144161,613.8588,0.40790945,1206.6136,0.21133792,-133.28847,-0.6705396,1689.0385,0.17429298,835.3538,0.34888726,-130.0302,-0.67376065,2718.997,0.10144708,834.71326,0.44190603,-131.78964,-0.6465974,-11.782668,-0.80430084,20.106369,0.4214923,0.09448834,0.36157238,-0.012357276,-0.8715741,0.13466349,0.6411069,28.187794,0.38936839,-5.338874,-3.831773,17.923286,0.66732997,-10.246778,-1.3340207,-14.794414,24.988668,-0.025129372,0.00783512,0.008715925,2.3391814,0.89020777,0.42999998,0.27940413,0.6666666,0.44002524,-44.086678
"('/content/ravdess/Actor_08/03-01-04-02-01-01-08.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.770416667'))",,,,37.87127,0.1075363,36.487957,38.535324,40.048088,3.560131,78.095406,40.306385,35.73054,22.780546,0.12933043,1.107885,0.020166086,0.062095992,0.26379824,0.24363215,4.05588,2.8549771,2.6987622,1.6874341,0.0479113,1.3531415,15.956448,0.92684174,0.23113732,57.266407,11.805217,1.0244197,-0.12175747,-137.01111,0.03915604,2.155146,1.4024209,0.76379853,9.1273575,0.58036095,6.5581694,1.40935,16.850594,0.53627104,604.6347,0.48063278,1258.6224,0.2063892,-158.1015,-0.48255727,1647.1088,0.20106442,842.57086,0.40606135,-141.53288,-0.57018507,2677.538,0.13777809,870.78314,0.4131149,-142.35783,-0.55787313,-16.131016,-0.6058245,25.638994,0.3956401,0.08436894,0.3762173,-0.013669841,-0.7682906,0.121461116,0.4906632,27.941023,0.50214154,-0.58866596,-27.877956,14.398246,1.110064,-16.395294,-0.9921665,-8.940099,20.080282,0.01656879,0.0049859784,0.010441443,3.1914895,1.347709,0.24399999,0.09002221,0.474,0.52690035,-45.03165
"('/content/ravdess/Actor_08/03-01-04-01-02-02-08.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.603604167'))",,,,34.834972,0.17103796,34.046215,34.719036,35.24984,1.2036247,47.566887,70.014114,56.277893,0.0,0.08255983,1.1245478,0.011118401,0.01600042,0.18794286,0.17682447,1.7915578,1.3665298,1.8572978,1.1554614,0.01980379,1.353955,15.522809,0.9802633,11.161877,1.0162475,9.711211,1.1844791,5.8398867,2.6616788,0.021374464,1.1489627,0.98235816,0.74679506,8.047675,0.57585025,7.035426,1.0519868,24.382372,0.4789801,578.7556,0.3980644,1259.3003,0.3398684,-151.8993,-0.5331054,1603.4075,0.22879036,867.3017,0.43488792,-148.59923,-0.52754784,2656.4768,0.10628219,743.5011,0.3947046,-150.63289,-0.4986132,-14.522342,-0.5504507,24.895176,0.37849545,0.088435486,0.36559215,-0.01483004,-0.822413,0.046708073,0.620758,27.383062,0.64132875,8.531967,1.6166462,11.892696,1.4297881,-12.852245,-1.1211568,-16.55865,29.14366,-0.009703278,0.0072489786,0.009144094,2.2284124,1.6949153,0.16333334,0.15691468,0.4033333,0.4901247,-52.517296
"('/content/ravdess/Actor_08/03-01-06-01-02-02-08.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.670333333'))",,,,39.548256,0.05519289,38.23139,39.32286,41.528023,3.2966309,57.662926,49.53992,54.702232,41.517624,0.2877211,1.2572536,0.009488775,0.05691202,0.60529566,0.5958069,6.438852,3.3768163,7.5448675,5.482065,0.12775877,1.4079535,13.097162,1.0810674,0.63017464,25.701424,8.9698305,1.4957256,-2.0221498,-9.851898,0.024099587,1.4345591,1.0282273,0.7604318,8.26407,0.62392044,6.501153,1.234132,16.786991,0.5967872,653.34314,0.44080725,1274.7484,0.22236432,-157.15515,-0.4956858,1636.851,0.17482431,948.8938,0.36074233,-133.90005,-0.64052767,2748.5164,0.12232304,829.02576,0.6272764,-136.31587,-0.6058581,-9.708367,-0.93189955,21.441507,0.4250518,0.080418,0.37770736,-0.012405973,-1.1680368,0.315875,0.5264835,24.247732,0.59456176,-9.515023,-1.73626,6.2296505,3.1600888,-21.715586,-0.8138276,-11.549766,22.927502,-0.002888606,0.0097506605,0.02087426,2.1857924,1.3850416,0.256,0.18380424,0.55,0.47534198,-37.37042
"('/content/ravdess/Actor_08/03-01-06-01-01-02-08.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.670333333'))",,,,38.466682,0.081289716,35.599144,38.853832,40.00681,4.4076653,123.88752,141.39551,39.392292,26.645794,0.27883074,1.1832385,0.026911186,0.11386265,0.48802352,0.46111232,7.081458,4.154993,8.591373,5.1251607,0.16823591,1.1962836,14.474305,1.0172069,-0.048419945,-319.94296,12.676469,0.824277,0.4147636,42.974125,0.02366019,1.1281509,1.3092904,0.76314366,7.4741435,0.7114369,2.197997,4.46184,11.888511,0.92311496,711.72076,0.4415174,1129.8842,0.2872942,-146.42719,-0.5563129,1709.229,0.21528098,896.63214,0.43355075,-136.40147,-0.6215559,2809.0437,0.11740839,902.15405,0.4989473,-139.24344,-0.58001506,-10.64583,-0.9095677,22.75867,0.39023122,0.039855096,1.2256929,-0.007658392,-1.7618486,0.3205095,0.5805265,24.195894,0.6331363,-6.725357,-2.7216191,11.468995,1.3663652,-17.35966,-0.89856994,-17.93709,30.261581,-0.032494135,0.0075880885,0.08918498,1.9125683,1.6620499,0.20333333,0.14185281,0.5575,0.5178018,-36.789978
"('/content/ravdess/Actor_08/03-01-05-01-01-01-08.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.703708333'))",,,,36.528404,0.13245271,35.214836,36.67445,40.33824,5.1234055,230.5272,171.85889,127.77,108.85835,0.28350067,1.3353151,0.010437499,0.055926036,0.5757699,0.5653324,7.9615574,4.994552,8.797071,5.539969,0.16084445,1.6235225,15.110132,0.9584637,4.930317,2.9867647,10.52231,1.4225497,-2.0601153,-8.810313,0.02801622,1.6862314,1.2961966,0.67185104,5.7851486,0.976752,3.696869,8.402259,12.482321,2.654403,569.39655,0.39900532,1161.5096,0.22376446,-148.15765,-0.55863124,1610.0919,0.20318967,1013.76807,0.49779764,-134.63326,-0.6434197,2705.6772,0.12924999,764.1424,0.48123708,-136.75204,-0.61073864,-11.558726,-0.827016,23.918652,0.38266483,0.044631496,1.2845889,-0.01209792,-1.1974891,0.41286132,0.7102073,26.394516,0.5315284,-1.9854397,-8.406578,12.191383,1.7156701,-19.621698,-0.92533755,-13.966961,25.037825,-0.009432571,0.005477402,0.019527214,2.1680217,1.0989012,0.325,0.24088378,0.56,0.5062114,-36.02871
"('/content/ravdess/Actor_08/03-01-03-01-01-01-08.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.503499999'))",,,,33.755898,0.16142334,31.98524,35.166027,37.498577,5.513336,313.13235,271.35205,245.94186,297.36227,0.1724188,1.2975973,0.010034192,0.027871147,0.30876285,0.29872864,4.469746,2.7091334,4.803931,2.3398182,0.061209083,1.4296541,15.163227,0.9943858,3.0082805,5.390484,12.526781,0.82957685,2.605101,5.937972,0.045275167,2.4543056,1.2859087,0.6227285,5.771734,0.81075054,4.4602804,2.563772,14.578794,0.67041874,552.4906,0.3546881,1204.6664,0.21288873,-138.10985,-0.6385621,1641.2644,0.16640949,913.9959,0.42628306,-131.94243,-0.6652375,2642.9587,0.110764354,843.82544,0.34437168,-133.51303,-0.6398086,-10.7795515,-0.76050043,20.750654,0.3229071,0.0535119,0.6642068,-0.010701315,-1.1367302,0.15116157,0.5633139,28.541298,0.42982042,-8.738372,-2.1340117,15.583416,0.9283549,-13.498311,-0.95590055,-12.792907,22.651329,-0.011979379,0.0077350326,0.008458948,2.0057306,1.1627908,0.3125,0.35421568,0.5225,0.5015663,-44.328674
"('/content/ravdess/Actor_08/03-01-03-02-02-01-08.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.837166667'))",,,,38.12269,0.06913759,36.149918,38.98845,40.158897,4.00898,43.868668,14.206389,24.196789,15.458289,0.4017986,1.2545418,0.015166548,0.13279521,0.8764126,0.86124605,9.265156,5.6890583,8.306726,4.7219367,0.1858078,1.6491463,13.73355,0.9358368,-1.0765436,-17.018787,14.476361,0.837237,-1.6891961,-13.291334,0.021501096,0.9271786,1.0510428,0.6901743,7.705337,0.5642742,4.8040924,2.0509338,9.915503,0.85772943,538.2407,0.53032994,1136.0348,0.2270268,-158.09856,-0.4884544,1586.6996,0.18563385,682.4063,0.4091428,-121.93573,-0.7401684,2656.8577,0.116104655,689.8012,0.5830551,-121.94042,-0.73854214,-8.036662,-0.9628417,16.08052,0.5232089,0.06920199,0.54202795,-0.0119332485,-0.97158295,0.41078904,0.86689043,22.71437,0.50007874,-13.948687,-1.2669389,15.837171,1.0366781,-21.350025,-0.9589661,-13.863643,24.0609,-0.011968437,0.006667531,0.018878859,1.8324608,0.530504,0.805,0.295,0.7033333,0.39203173,-34.376686
"('/content/ravdess/Actor_08/03-01-02-02-01-02-08.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.737062500'))",,,,34.35848,0.03963782,33.35791,34.09064,35.612984,2.2550735,90.79656,71.73291,13.660446,4.6050997,0.083578326,1.0338273,0.009492042,0.03852567,0.16306219,0.15357015,2.200312,1.6195359,1.8234609,0.93900466,0.02025487,1.1838166,15.513808,1.0016482,12.205767,1.0059685,12.518915,0.9555443,3.063841,4.7632084,0.019763704,1.3301897,0.9758244,0.80322635,9.462617,0.34665883,14.114942,0.5663155,29.426329,0.37003893,612.9153,0.4071738,1288.0973,0.19451477,-147.6198,-0.55404603,1656.6575,0.19876997,982.94904,0.45280987,-147.0883,-0.5280571,2806.6992,0.08930498,737.3795,0.44987166,-149.11366,-0.49913204,-17.982622,-0.55458266,28.923275,0.35540527,0.081586555,0.4189471,-0.011628974,-0.9366182,0.042287163,0.5721726,28.613335,0.48145097,13.199233,1.2449003,14.8105545,1.1372323,-12.051619,-1.1089876,-14.865981,25.558233,-0.009459173,0.005904704,0.010797026,3.2258065,1.6348774,0.18166666,0.07733405,0.35,0.43713352,-52.84828
"('/content/ravdess/Actor_08/03-01-04-01-01-02-08.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.870520833'))",,,,33.966507,0.03753383,32.989468,33.96267,34.648903,1.6594353,45.163292,31.046465,17.82157,6.900778,0.079028755,1.1928921,0.009214678,0.020118663,0.16486035,0.15564567,1.8224918,0.88749194,1.9422448,1.1455516,0.02002898,1.3174387,15.113855,0.9510386,11.087897,1.1358155,12.427634,0.9098539,2.4889271,6.280689,0.01898066,1.2370183,1.0975066,0.84971,8.502562,0.45394194,11.316493,0.6734413,27.070988,0.3070982,524.5304,0.35519218,1153.4772,0.15370679,-150.08603,-0.55388564,1645.5516,0.16787267,754.4684,0.4172623,-152.76733,-0.5008663,2665.648,0.09949029,788.6551,0.45824322,-153.71341,-0.48711556,-16.87304,-0.4911502,25.219084,0.34318662,0.09265426,0.27835858,-0.014831048,-0.62611616,0.052104227,0.490474,28.847094,0.44021872,8.612476,1.9885062,16.938335,0.8088159,-12.5606785,-1.3165543,-14.854509,24.836874,-0.011252193,0.004889937,0.008397518,2.0725389,1.0498688,0.255,0.122167915,0.53999996,0.511664,-52.507946
"('/content/ravdess/Actor_08/03-01-03-02-02-02-08.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.937270833'))",,,,38.13639,0.08215458,35.62138,39.41921,40.493355,4.871975,164.96744,212.37024,146.54414,104.97137,0.3225895,1.2119353,0.014689592,0.10667179,0.641606,0.6269164,7.9408526,5.459838,5.6359444,4.0626984,0.13006555,1.3878093,13.359973,1.0261897,-3.0502717,-5.8250666,12.089074,1.0883131,-4.314672,-4.7477617,0.022229778,1.1627496,1.173972,0.88039345,8.154498,0.6155154,5.4141097,1.8270711,11.072221,0.6949659,571.04663,0.48428476,1189.4968,0.21703728,-158.11139,-0.4823869,1619.6289,0.170328,772.0254,0.39367253,-128.28539,-0.6819277,2688.077,0.11722927,729.5483,0.5777754,-128.50932,-0.6774084,-10.250989,-0.7868423,17.866419,0.47710803,0.089737006,0.4519756,-0.013050732,-0.7611205,0.3082625,0.5556185,24.537485,0.48060217,-12.315865,-1.4489427,14.807763,1.1274471,-21.170013,-0.9548089,-10.237348,20.091871,0.007303979,0.007271956,0.014185767,2.0408163,0.7751938,0.50666666,0.09177266,0.57,0.49663872,-36.50163
"('/content/ravdess/Actor_08/03-01-08-02-01-02-08.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.703687500'))",,,,39.05891,0.111586094,35.19647,39.448315,42.796608,7.6001396,76.434494,14.235535,75.11671,41.5398,0.2691778,1.292885,0.010769494,0.059774194,0.5902786,0.57950914,6.891874,4.3970704,7.5969434,4.8896694,0.14856492,1.4730467,13.6944275,0.9722974,3.9642084,4.0784707,7.929448,1.5398812,-2.6124673,-7.349533,0.06473948,1.429186,1.4040058,0.5020604,5.279087,0.95690644,9.091586,1.1946791,16.19692,0.7824209,628.206,0.4869806,1162.4653,0.23002498,-156.86809,-0.48796847,1616.6068,0.20699576,815.8026,0.42032585,-140.79785,-0.5922097,2721.9167,0.14543284,678.47736,0.39231324,-142.72807,-0.5635948,-10.1251,-0.9335173,22.157457,0.47991914,0.054199915,0.77590793,-0.010495488,-1.417775,0.40646222,0.5092118,23.171309,0.67069185,-4.070891,-4.0793905,6.487227,2.710123,-21.260195,-0.84277487,-14.721883,25.706657,-0.008037139,0.005967072,0.024311688,2.4390244,1.6483517,0.19,0.12233833,0.33857143,0.47897,-37.22025
"('/content/ravdess/Actor_08/03-01-02-02-01-01-08.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.636958333'))",,,,32.549717,0.14545126,32.592186,33.4139,36.421947,3.8297615,4.624866,0.0,18.321106,0.0,0.08525021,1.0573685,0.0095622055,0.03165573,0.1585772,0.149015,1.6987417,0.9261762,1.7668847,1.0234782,0.020636963,1.2228552,14.604291,1.0773453,11.202307,1.19726,13.110822,0.8433751,2.1425924,7.3346324,0.020419186,1.5550718,1.1692297,0.87541366,7.563162,0.51194644,12.247767,0.69470274,25.61744,0.39492917,596.0702,0.408513,1177.3954,0.17882049,-147.4988,-0.5638218,1672.3048,0.20775838,764.6159,0.43467745,-148.40663,-0.5299199,2789.7231,0.094970725,786.38776,0.55283046,-150.02771,-0.50525725,-15.084252,-0.64662975,24.085657,0.41112474,0.07360122,0.40120557,-0.014348746,-0.9047048,0.049632575,0.54555136,28.524828,0.4859726,7.986733,2.1160884,17.477043,0.932721,-14.801538,-0.9154881,-14.78084,24.8028,-0.00815735,0.0054652602,0.008948762,2.2099447,1.6806723,0.16333334,0.11953614,0.35142857,0.42813313,-52.962883
